Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H2(20),H2X(33)
3.198755389216251e-08,0.048764219312884285,2.6061303358193004e-05,0.938,0.0,0.0,0.030584228521782164,0.009883091916129443,0.049986837593693566,4.018707014436641e-39,5.619695918257413e-26,0.001989392384861269,-7.114701120386892e-22,5.19447019079535e-36,1.762231722096864e-06,6.564626033067051e-22,0.0002452154657890771,4.6511274456329334e-12,8.765363053922032e-10,7.3473285123972915e-06,3.236451701080165e-06,2.383027413219897e-08,2.704275594125819e-24,-6.635269006094364e-24,1.1126098595736924e-08,2.16398401288085e-11
3.210632940186788e-08,0.048764219312884285,2.6136940159065716e-05,0.938,0.0,0.0,0.030583260556435406,0.009882664206092316,0.04998679754991198,4.113016603981232e-39,5.613757534065638e-26,0.001989395520392577,-6.796064630360226e-22,5.1871075723948315e-36,1.7621745280389417e-06,6.5520649991642735e-22,0.00024611098707019344,4.6951510342299685e-12,8.763050910401891e-10,7.348653563260437e-06,3.2318763696709116e-06,2.3944979347782126e-08,3.385611751547372e-24,-3.8641469023658384e-23,1.1235673619989429e-08,2.1861186781168667e-11
3.222510491157325e-08,0.048764219312884285,2.6212498558699234e-05,0.938,0.0,0.0,0.030582292848741404,0.009882236541633145,0.04998675751983214,4.20911574993525e-39,5.611167628779006e-26,0.0019893987303190473,-6.99466020972174e-22,5.182938944507174e-36,1.7621173494687793e-06,6.53915150400908e-22,0.00024700640347765924,4.739385072826748e-12,8.760743653871831e-10,7.349953744963819e-06,3.2272516858641205e-06,2.405951074600563e-08,-2.065823093540503e-23,5.839866010160006e-24,1.134588073275893e-08,2.208386062884315e-11
3.234388042127862e-08,0.048764219312884285,2.6287979453989723e-05,0.938,0.0,0.0,0.030581325396495548,0.00988180892273958,0.04998671750343701,4.307029920430377e-39,5.603157430857103e-26,0.0019894020133747518,-6.808203637292602e-22,5.173605342764257e-36,1.7620601862581505e-06,6.52506224223401e-22,0.00024790171505337754,4.783829256880333e-12,8.758441243255045e-10,7.351229456898797e-06,3.222578517975839e-06,2.4173866551481125e-08,2.7195472899113024e-23,-5.996036402786456e-23,1.1456721074565351e-08,2.2307864013306328e-11
3.2462655930983994e-08,0.048764219312884285,2.6363383735427523e-05,0.938,0.0,0.0,0.030580358197512453,0.009881381349399334,0.04998667750070965,4.4067848125194466e-39,5.609843547626835e-26,0.0019894053683062784,-7.410794956858962e-22,5.178282707853983e-36,1.7620030382799427e-06,6.516220636406084e-22,0.0002487969218389646,4.8284832780587826e-12,8.756143637824245e-10,7.352481092052204e-06,3.217857728171286e-06,2.428804502154028e-08,-4.922835610105248e-23,7.690038284474942e-23,1.1568195787752594e-08,2.253319927811211e-11
3.256955388971883e-08,0.048764219312884285,2.643118281468235e-05,0.938,0.0,0.0,0.030579487933176556,0.009880996572331106,0.049986641509927106,4.49815945582277e-39,5.63916391708243e-26,0.0019894084481725744,-8.75656561456401e-22,5.204704672846938e-36,1.761951618019112e-06,6.5355677781857405e-22,0.00024960251838459797,4.8688510511413024e-12,8.754079867990999e-10,7.353587297765723e-06,3.213569008206768e-06,2.4390652608674853e-08,-3.811478202401348e-23,1.977939224771463e-22,1.1669066362799037e-08,2.273714171284744e-11
3.266576205258018e-08,0.048764219312884285,2.6492150068459968e-05,0.938,0.0,0.0,0.030578704867876456,0.009880650304501864,0.04998660912766681,4.5817051290382415e-39,5.678731227085215e-26,0.0019894112682295037,-9.43784442455276e-22,5.2410398850093836e-36,1.761905350171003e-06,6.582486679962079e-22,0.00025032748275663675,4.905326966253999e-12,8.752225750871728e-10,7.354566705914975e-06,3.209677284834635e-06,2.4482874426314456e-08,1.511261892766379e-23,2.0742646757849755e-22,1.1760290697104945e-08,2.292161533701425e-11
3.276197021544153e-08,0.048764219312884285,2.655306861805403e-05,0.938,0.0,0.0,0.030577921964919152,0.009880304066538528,0.04998657675434436,4.666504943214387e-39,5.720100749015392e-26,0.001989414133256266,-9.365590490811743e-22,5.2790819020102035e-36,1.7618590920945122e-06,6.6412247938768e-22,0.0002510523784489388,4.94193999956152e-12,8.750374715165833e-10,7.355530995547367e-06,3.2057558293511244e-06,2.4574976901743893e-08,5.866478404866388e-24,2.029893025814459e-22,1.1851933279770487e-08,2.3106966982205896e-11
3.285817837830288e-08,0.048764219312884285,2.6613938924277605e-05,0.938,0.0,0.0,0.030577139223179953,0.00987995785843469,0.04998654438995107,4.7525729969656244e-39,5.759716005905487e-26,0.0019894170426104957,-9.290214286164467e-22,5.31544080088969e-36,1.7618128437242146e-06,6.695864830715288e-22,0.00025177720548308135,4.978689981882036e-12,8.748526739899662e-10,7.356480363653753e-06,3.2018050879969153e-06,2.4666959170634743e-08,-1.043224456095798e-23,2.0569352718552852e-22,1.1943994721551548e-08,2.3293197898390716e-11
3.295438654116423e-08,0.048764219312884285,2.6674761445134446e-05,0.938,0.0,0.0,0.03057635664154235,0.00987961168018397,0.049986512034478285,4.839923488463834e-39,5.797266374390349e-26,0.0019894199956550763,-9.48463558105253e-22,5.349822555800197e-36,1.7617666049951578e-06,6.743814181864041e-22,0.0002525019638805231,5.015576743090442e-12,8.746681804249445e-10,7.357415004662049e-06,3.1978255043090547e-06,2.475882038227226e-08,9.461467631536817e-26,2.0921381897179536e-22,1.2036475634059212e-08,2.3480309336653465e-11
3.305059470402558e-08,0.048764219312884285,2.6735536635811096e-05,0.938,0.0,0.0,0.030575574218897988,0.009879265531780014,0.04998647968791745,4.928570715621003e-39,5.834148992702739e-26,0.0019894229917581233,-9.675922114987742e-22,5.383560065927849e-36,1.7617203758428635e-06,6.792090359395974e-22,0.0002532266536626048,5.052600112166128e-12,8.744839887541217e-10,7.358335110470499e-06,3.1938175191124173e-06,2.485055969946987e-08,3.4132378934709775e-24,2.195902336123582e-22,1.2129376629771162e-08,2.366830254923217e-11
3.314680286688693e-08,0.048764219312884285,2.679626494866975e-05,0.938,0.0,0.0,0.030574791954146672,0.009878919413216494,0.04998644735026008,5.018529076293485e-39,5.866513153703917e-26,0.001989426030292956,-9.437910682248331e-22,5.4129826466577176e-36,1.7616741562033246e-06,6.837631239847232e-22,0.00025395127485055023,5.089759917046874e-12,8.743000969250628e-10,7.359240870480311e-06,3.189781570511784e-06,2.4942176298483137e-08,5.008502997968613e-24,1.8902800461110677e-22,1.222269832204259e-08,2.3857178789553768e-11
3.324301102974828e-08,0.048764219312884285,2.6856946833241024e-05,0.938,0.0,0.0,0.03057400984619632,0.009878573324487107,0.04998641502149773,5.109813068439054e-39,5.902897881487398e-26,0.0019894291106380695,-9.476876560555021e-22,5.446229042290435e-36,1.7616279460130061e-06,6.88721926375097e-22,0.00025467582746546756,5.127055984170138e-12,8.741165029002719e-10,7.360132471628318e-06,3.185718093883901e-06,2.5033669368923782e-08,-6.5467143204962874e-24,1.9890269661708166e-22,1.2316441325117104e-08,2.404693931226973e-11
3.333921919260963e-08,0.048764219312884285,2.691758273621757e-05,0.938,0.0,0.0,0.030573227893962964,0.009878227265585581,0.049986382701622,5.2024372902943714e-39,5.923755182257532e-26,0.001989432232177116,-9.10068484720889e-22,5.464667072534099e-36,1.761581745208842e-06,6.922209554635006e-22,0.0002554003115283492,5.164488139421013e-12,8.739332046571779e-10,7.361010098418753e-06,3.1816275218704186e-06,2.5125038113673255e-08,1.3737966668085816e-24,1.4923954229715367e-22,1.2410606254136959e-08,2.4237585373290093e-11
3.3425806539184846e-08,0.048764219312884285,2.6972116101532487e-05,0.938,0.0,0.0,0.030572524269201592,0.00987791583807186,0.049986353621325044,5.286957132763876e-39,5.930341837491278e-26,0.001989435076277792,-8.449313870671156e-22,5.46964103325914e-36,1.7615401724585104e-06,6.937215306897949e-22,0.0002560522885902109,5.198293289522994e-12,8.737684874721086e-10,7.361788165012052e-06,3.1779231958722187e-06,2.5207163037288205e-08,4.779922046063379e-24,7.863010279131721e-23,1.2495715946085458e-08,2.440992500250944e-11
3.351239388576006e-08,0.048764219312884285,2.7026612902901237e-05,0.938,0.0,0.0,0.030571820768920687,0.009877604434709098,0.04998632454821353,5.3725852509795437e-39,5.942238827185055e-26,0.0019894379528083593,-8.2029593614740455e-22,5.4796723733942454e-36,1.7614986072149438e-06,6.949831736807047e-22,0.0002567042101569783,5.232208400082287e-12,8.736040067905372e-10,7.3625551910211566e-06,3.1741975823587976e-06,2.528918605952161e-08,-1.1675067138798155e-24,5.811303854002533e-23,1.2581168346776515e-08,2.4582983853489916e-11
3.3598981232335274e-08,0.048764219312884285,2.7081073460042798e-05,0.938,0.0,0.0,0.0305711173923468,0.009877293055492776,0.04998629548228146,5.459332496058158e-39,5.962869079039324e-26,0.00198944086133011,-8.4275169777755955e-22,5.498024939201231e-36,1.7614570494331408e-06,6.968036400029894e-22,0.0002573560762437191,5.266233341830025e-12,8.734397611689305e-10,7.363311306020562e-06,3.170450991016705e-06,2.537110662649836e-08,-1.950622986716322e-24,7.896296222315405e-23,1.2666963906555413e-08,2.4756762844536987e-11
3.368556857891049e-08,0.048764219312884285,2.7135498090800173e-05,0.938,0.0,0.0,0.030570414138711758,0.00987698170041839,0.049986266423522906,5.54720978532775e-39,5.995771000069923e-26,0.001989443801407658,-9.025395391510306e-22,5.528070848211813e-36,1.7614154990684017e-06,6.998903589930382e-22,0.0002580078868654276,5.300367984905471e-12,8.732757491735016e-10,7.364056638066094e-06,3.166683729722214e-06,2.5452924192832846e-08,-3.4476936537455082e-25,1.3348763845371863e-22,1.2753103076381057e-08,2.4931262894862927e-11
3.37721559254857e-08,0.048764219312884285,2.7189887111137594e-05,0.938,0.0,0.0,0.030569711007252646,0.009876670369481443,0.04998623737193196,5.6362281024057446e-39,6.019371653986753e-26,0.0019894467726089223,-9.156888452004244e-22,5.5492481150700466e-36,1.7613739560763346e-06,7.02802914735831e-22,0.00025865964203702484,5.334612199071846e-12,8.731119693801816e-10,7.36479131371276e-06,3.1628961045380507e-06,2.553463822157735e-08,5.917625475571987e-25,1.4221426933306355e-22,1.2839586307831306e-08,2.5106484924605064e-11
3.3858743272060914e-08,0.048764219312884285,2.724424083513788e-05,0.938,0.0,0.0,0.030569007997211767,0.00987635906267747,0.049986208327502786,5.726398497346454e-39,6.053401688334136e-26,0.001989449774505115,-9.31429286212757e-22,5.58035764001958e-36,1.7613324204128492e-06,7.067506273976507e-22,0.00025931134177335964,5.3689658529823116e-12,8.729484203745889e-10,7.365515458032337e-06,3.159088419710369e-06,2.5616248184170396e-08,-6.691194699412286e-25,1.54689188391271e-22,1.2926414053108057e-08,2.5282429854843538e-11
3.394533061863613e-08,0.048764219312884285,2.729855957500009e-05,0.938,0.0,0.0,0.03056830510783669,0.009876047780002008,0.04998617929022956,5.817732086676096e-39,6.1070136022472e-26,0.001989452806670721,-9.777723731202435e-22,5.630117891320931e-36,1.7612908920341598e-06,7.124201006017419e-22,0.0002599629860892084,5.403428814741981e-12,8.727851007520615e-10,7.366229194630737e-06,3.1552609776659728e-06,2.5697753560384898e-08,-8.97915748985049e-25,1.9500533235188372e-22,1.3013586765042196e-08,2.545909860761864e-11
3.403191796521134e-08,0.048764219312884285,2.7352843641037646e-05,0.938,0.0,0.0,0.03056760233838019,0.009875736521450615,0.04998615026010651,5.910240053480844e-39,6.171074233815697e-26,0.001989455868683493,-1.0421260125890956e-21,5.6898263937458106e-36,1.7612493708967831e-06,7.191908178668736e-22,0.00026061457499927616,5.438000951991806e-12,8.726220091176158e-10,7.366932645664893e-06,3.1514140790099924e-06,2.5779153838276183e-08,-6.308618449522861e-25,2.5172698053038053e-22,1.3101104897098131e-08,2.563649210594713e-11
3.4118505311786555e-08,0.048764219312884285,2.740709334167603e-05,0.938,0.0,0.0,0.030566899688100252,0.009875425287018864,0.04998612123712789,6.003933647507461e-39,6.228784941156883e-26,0.0019894589601244283,-1.0788242454776283e-21,5.743470853916803e-36,1.7612078569575367e-06,7.260674223792973e-22,0.000261266108518197,5.472682131886414e-12,8.724591440858624e-10,7.367625931859988e-06,3.14754802252322e-06,2.5860448514130068e-08,-2.553321602670451e-25,2.8056960108129416e-22,1.3188968903378619e-08,2.581461127383936e-11
3.420509265836177e-08,0.048764219312884285,2.746130898345143e-05,0.938,0.0,0.0,0.03056619715626005,0.00987511407670235,0.04998609222128801,6.098824185281837e-39,6.276602686738176e-26,0.001989462080577757,-1.0900479112641813e-21,5.787680364924201e-36,1.7611663501735408e-06,7.324690193171553e-22,0.00026191758666053446,5.507472220824582e-12,8.722965042810694e-10,7.368309172525865e-06,3.1436631051602772e-06,2.5941637092410773e-08,-5.7163836303929865e-25,2.8509669436653883e-22,1.327717923862893e-08,2.5993457036314597e-11
3.429168000493698e-08,0.048764219312884285,2.7515490871008595e-05,0.938,0.0,0.0,0.030565494742127934,0.009874802890496675,0.0499860632125812,6.194923050171934e-39,6.308312679284524e-26,0.00198946522963093,-1.0661023153057419e-21,5.816526550467289e-36,1.7611248505022142e-06,7.37803850496275e-22,0.0002625690094407816,5.542371084657668e-12,8.721340883372582e-10,7.368982485574126e-06,3.1397596220470576e-06,2.602271908570899e-08,-5.738909434118803e-25,2.551984826161305e-22,1.3365736358241561e-08,2.6173030319417877e-11
3.4378267351512196e-08,0.048764219312884285,2.756963930710018e-05,0.938,0.0,0.0,0.030564792444977423,0.009874491728397456,0.049986034211001854,6.29224169250868e-39,6.345181140800555e-26,0.001989468406874601,-1.060391316993485e-21,5.850285128358822e-36,1.7610833579012761e-06,7.43060686891402e-22,0.0002632203768733623,5.577378588450201e-12,8.719718948979307e-10,7.369645987533752e-06,3.135837866479687e-06,2.6103694014689422e-08,-6.152858352044501e-25,2.436462185423733e-22,1.3454640718259762e-08,2.635333205023377e-11
3.446485469808741e-08,0.048764219312884285,2.762375459258487e-05,0.938,0.0,0.0,0.0305640902640872,0.009874180590400336,0.049986005216544366,6.39079162961506e-39,6.397172788776106e-26,0.001989471611902615,-1.086343908534968e-21,5.898451057454779e-36,1.7610418723287437e-06,7.491615113812481e-22,0.0002638716889726312,5.612494596839625e-12,8.718099226159413e-10,7.370299793567963e-06,3.131898129922206e-06,2.618456140803885e-08,-6.145172938515844e-25,2.6286514531175136e-22,1.3543892775382074e-08,2.6534363156902726e-11
3.455144204466262e-08,0.048764219312884285,2.767783702642664e-05,0.938,0.0,0.0,0.03056338819874107,0.009873869476500962,0.049985976229203206,6.49058444589712e-39,6.460029030170365e-26,0.0019894748443119903,-1.1296802713921311e-21,5.9569628301674267e-36,1.7610003937429326e-06,7.56130303107434e-22,0.0002645229457528743,5.647718974007046e-12,8.716481701540224e-10,7.3709440174899085e-06,3.127940702005427e-06,2.6265320802413776e-08,-6.469231467472901e-25,2.9862523071335446e-22,1.3633492986965894e-08,2.6716124568635002e-11
3.4638029391237836e-08,0.048764219312884285,2.77318869056937e-05,0.938,0.0,0.0,0.030562686248227965,0.009873558386695007,0.04998594724897286,6.591631792929205e-39,6.517981481117019e-26,0.00198947810370291,-1.151342435365254e-21,6.010782479094709e-36,1.7609589221024542e-06,7.633935906430066e-22,0.00026517414722830937,5.68305158367452e-12,8.714866361848325e-10,7.371578771778705e-06,3.1239658705254397e-06,2.6345971742388138e-08,-5.607868502366411e-25,3.122864987332379e-22,1.3723441811031373e-08,2.6898617215725313e-11
3.472461673781305e-08,0.048764219312884285,2.778590452555854e-05,0.938,0.0,0.0,0.03056198441184194,0.009873247320978143,0.04998591827584786,6.693945389581461e-39,6.569925695026423e-26,0.0019894813896786973,-1.1560507160603283e-21,6.058862507175683e-36,1.760917457366218e-06,7.704599995039103e-22,0.0002658252934130866,5.718492288883665e-12,8.71325319389656e-10,7.372204167594363e-06,3.1199739214432552e-06,2.6426513780400785e-08,-5.78968890779421e-25,3.092843992057213e-22,1.3813739706264337e-08,2.7081842029565247e-11
3.4811204084388263e-08,0.048764219312884285,2.7839890179296604e-05,0.938,0.0,0.0,0.03056128268888213,0.009872936279346076,0.04998588930982278,6.797537022053248e-39,6.605498055959158e-26,0.0019894847018458134,-1.1339937168668616e-21,6.091322754263333e-36,1.7608759994934278e-06,7.765643580682716e-22,0.0002664763843212888,5.7540409521981114e-12,8.711642184588097e-10,7.372820314794026e-06,3.1159651388830757e-06,2.6506946476703383e-08,-5.212628262618493e-25,2.8039173963339225e-22,1.3904387132020341e-08,2.7265799942658297e-11
3.489779143096348e-08,0.048764219312884285,2.7893844158287047e-05,0.938,0.0,0.0,0.030560581078652758,0.009872625261794511,0.0499858603508922,6.902418544016995e-39,6.648134547724354e-26,0.0019894880398138325,-1.1297901516423718e-21,6.130511204443523e-36,1.7608345484435824e-06,7.825041083396132e-22,0.00026712741996693236,5.7896974354833365e-12,8.710033320942991e-10,7.373427321946199e-06,3.1119398051326446e-06,2.6587269399307704e-08,-5.9302151213056815e-25,2.6964003367460947e-22,1.3995384548327034e-08,2.745049188863082e-11
3.498437877753869e-08,0.048764219312884285,2.794776675201152e-05,0.938,0.0,0.0,0.030559879580463117,0.00987231426831918,0.049985831399050766,7.008601876612664e-39,6.707084701546967e-26,0.0019894914031954336,-1.1527529104052337e-21,6.185242204563543e-36,1.7607931041764718e-06,7.8911167835279415e-22,0.0002677784003639672,5.825461600216146e-12,8.708426590067227e-10,7.3740252963469094e-06,3.10789820064157e-06,2.6667482123933548e-08,-6.122206747210134e-25,2.853281176839226e-22,1.4086732415888166e-08,2.763591880224694e-11
3.5070966124113904e-08,0.048764219312884285,2.8001658248054495e-05,0.938,0.0,0.0,0.030559178193627537,0.009872003298915816,0.04998580245429317,7.116099008537242e-39,6.776625544920915e-26,0.0019894947916063847,-1.1900144836642693e-21,6.250057971370803e-36,1.7607516666521827e-06,7.964139125597099e-22,0.00026842932552627747,5.861333307451565e-12,8.706821979135134e-10,7.374614344034269e-06,3.1038406040213018e-06,2.6747584233956196e-08,-6.403069021012875e-25,3.1462128033238187e-22,1.4178431196086236e-08,2.7822081619420178e-11
3.515755347068912e-08,0.048764219312884285,2.8055518932103382e-05,0.938,0.0,0.0,0.0305584769174654,0.009871692353580182,0.0499857735166141,7.224921996124135e-39,6.838102190725717e-26,0.0019894982046655264,-1.2101992413201982e-21,6.307171366123379e-36,1.7607102358310908e-06,8.037520493457194e-22,0.000269080195467682,5.8973124178190704e-12,8.705219475450662e-10,7.375194569803323e-06,3.0997672920447893e-06,2.682757532035404e-08,-6.131437671371338e-25,3.267346034811644e-22,1.4270481350985409e-08,2.800898127722567e-11
3.524414081726433e-08,0.048764219312884285,2.8109349087949365e-05,0.938,0.0,0.0,0.030557775751301093,0.009871381432308044,0.049985744586008324,7.33508296345992e-39,6.883799148017349e-26,0.0019895016419947597,-1.2044575691619506e-21,6.3492272744847e-36,1.7606688116738653e-06,8.10565432021886e-22,0.00026973101020193505,5.933398791393636e-12,8.703619066401777e-10,7.375766077220151e-06,3.095678539646942e-06,2.690745498165598e-08,-5.752225264460964e-25,3.1342260118192703e-22,1.4362883343333762e-08,2.8196618713910832e-11
3.5330728163839545e-08,0.048764219312884285,2.8163148997488065e-05,0.938,0.0,0.0,0.03055707469446402,0.009871070535095191,0.04998571566247059,7.446594102452141e-39,6.917156570769218e-26,0.0019895051032190305,-1.1832130181946716e-21,6.37950897507705e-36,1.760627394141462e-06,8.166283456688067e-22,0.00027038176974272625,5.969592287715557e-12,8.702020739441362e-10,7.3763289686361065e-06,3.09157461992487e-06,2.6987222823889066e-08,-5.50414054456403e-25,2.8536030824816657e-22,1.4455637636565717e-08,2.838499486890632e-11
3.541731551041476e-08,0.048764219312884285,2.8216918940719982e-05,0.938,0.0,0.0,0.030556373746288574,0.009870759661937418,0.04998568674599576,7.559467672894511e-39,6.95059004503235e-26,0.0019895085879663137,-1.1682431129089552e-21,6.40985615661905e-36,1.7605859831951284e-06,8.222061332421579e-22,0.0002710324741036813,6.005892765825531e-12,8.700424482164115e-10,7.376883345202318e-06,3.0874558041379116e-06,2.706687846052606e-08,-5.599342448689189e-25,2.6408467057114283e-22,1.4548744694804634e-08,2.8574110682837514e-11
3.550390285698997e-08,0.048764219312884285,2.8270659195751043e-05,0.938,0.0,0.0,0.030555672906114117,0.009870448812830538,0.049985657836578656,7.673716002507595e-39,6.990082145520116e-26,0.0019895120958676035,-1.1664523102374791e-21,6.445971889033485e-36,1.7605445787964003e-06,8.276680532818878e-22,0.0002716831232983626,6.0423000843613305e-12,8.698830282232348e-10,7.377429306884007e-06,3.083322361707782e-06,2.714642151243313e-08,-5.674688634073452e-25,2.5609594694322665e-22,1.4642204982865305e-08,2.876396709753558e-11
3.558183146890766e-08,0.048764219312884285,2.8319000270195946e-05,0.938,0.0,0.0,0.03055504224175592,0.009870169069194412,0.049985631824133396,7.777725161900687e-39,7.026545764039238e-26,0.0019895152724728722,-1.1671274417025457e-21,6.47934611771037e-36,1.7605073204041887e-06,8.325291344646786e-22,0.0002722686604175705,6.075157902463245e-12,8.697397251181011e-10,7.377913559347774e-06,3.079589978937519e-06,2.721791369176781e-08,-5.608263254599871e-25,2.512279745621941e-22,1.4726621638345731e-08,2.8935471863822644e-11
3.565976008082535e-08,0.048764219312884285,2.836731772100298e-05,0.938,0.0,0.0,0.030554411663872797,0.009869889345033094,0.049985605817397055,7.88286699950226e-39,7.059808073161098e-26,0.0019895184672716337,-1.163779385889557e-21,6.509661171300392e-36,1.7604700672569772e-06,8.372094161292013e-22,0.0002728541528728298,6.108102042859603e-12,8.695965867794155e-10,7.378391147009657e-06,3.075846159151337e-06,2.728931411023817e-08,-5.578732276397259e-25,2.425147525027619e-22,1.48113251268715e-08,2.9107577968912777e-11
3.573768869274304e-08,0.048764219312884285,2.841561174698008e-05,0.938,0.0,0.0,0.030553781171993404,0.009869609640343564,0.04998557981636595,7.98915064365692e-39,7.090162256860184e-26,0.00198952168000109,-1.1581351303579783e-21,6.537197613719035e-36,1.7604328193273203e-06,8.41623560538457e-22,0.00027343960067389755,6.141132401602866e-12,8.694536123268932e-10,7.378862140334782e-06,3.0720910949430766e-06,2.736062250660787e-08,-5.572485544323564e-25,2.317677356897718e-22,1.4896315788736782e-08,2.9280286101944936e-11
3.581561730466073e-08,0.048764219312884285,2.8463882545695333e-05,0.938,0.0,0.0,0.03055315076564963,0.009869329955122807,0.049985553821036414,8.096585267459896e-39,7.119606916186836e-26,0.001989524910400387,-1.1537152635068509e-21,6.563861512266972e-36,1.76039557658796e-06,8.457964986664799e-22,0.00027402500383049056,6.174248874463767e-12,8.693108008859933e-10,7.379326609044101e-06,3.0683249777031235e-06,2.7431838624360875e-08,-5.535985115836493e-25,2.224780471833147e-22,1.4981593964694076e-08,2.945359695287317e-11
3.589354591657842e-08,0.048764219312884285,2.8512130313477932e-05,0.938,0.0,0.0,0.03055252044437658,0.009869050289367815,0.049985527831404836,8.205180088789496e-39,7.148913859100871e-26,0.001989528158210603,-1.1510375039425004e-21,6.59038862662982e-36,1.7603583390118236e-06,8.497998117142373e-22,0.0002746103623522851,6.207451356952685e-12,8.691681515887444e-10,7.3797846221222755e-06,3.0645479976190824e-06,2.7502962211670512e-08,-5.501157658898291e-25,2.1509538834715835e-22,1.5067159995955196e-08,2.9627511212472026e-11
3.597147452849611e-08,0.048764219312884285,2.856035524541919e-05,0.938,0.0,0.0,0.030551890207712554,0.009868770643075592,0.04998550184746758,8.314944370346482e-39,7.177495891446204e-26,0.0019895314231747436,-1.1485074851498875e-21,6.616218943709281e-36,1.7603211065720247e-06,8.536683494051806e-22,0.00027519567624891765,6.240739744321634e-12,8.690256635730168e-10,7.380236247825401e-06,3.060760343676576e-06,2.7573993021368676e-08,-5.484253267316976e-25,2.079921480240964e-22,1.515301422419211e-08,2.9802029572341476e-11
3.60494031404138e-08,0.048764219312884285,2.8608557535373705e-05,0.938,0.0,0.0,0.030551260055199057,0.009868491016243153,0.04998547586922104,8.425887419695266e-39,7.204738008175332e-26,0.001989534705037734,-1.1451792696867744e-21,6.640766290474445e-36,1.7602838792418618e-06,8.573851024530995e-22,0.0002757809455299852,6.274113931559709e-12,8.688833359826051e-10,7.380681553688664e-06,3.056962203660137e-06,2.764493081091499e-08,-5.463876436320767e-25,2.0023728369679966e-22,1.5239156991537766e-08,2.9977152724911886e-11
3.6127331752331493e-08,0.048764219312884285,2.8656737375960464e-05,0.938,0.0,0.0,0.03055062998638077,0.00986821140886752,0.04998544989666166,8.538018589301768e-39,7.230662327979563e-26,0.0019895380035464027,-1.1414514631311714e-21,6.664052171625252e-36,1.760246656994818e-06,8.60923600561771e-22,0.0002763661702050452,6.307573813395622e-12,8.687411679673272e-10,7.3811206065339305e-06,3.053153764154133e-06,2.7715775342365972e-08,-5.434158390161094e-25,1.9225553505467558e-22,1.5325588640586837e-08,3.0152881363448734e-11
3.628318897616688e-08,0.048764219312884285,2.8753030473336406e-05,0.938,0.0,0.0,0.030549370098024397,0.009867652252474778,0.04998539796859022,8.76588292386338e-39,7.27765864492204e-26,0.001989544649497602,-1.1321685756376117e-21,6.705983904674794e-36,1.7601722276449396e-06,8.67380667464044e-22,0.0002775364857751772,6.374750238533123e-12,8.684573072910842e-10,7.381980216936311e-06,3.045506727016288e-06,2.785718370200827e-08,-5.358733013443041e-25,1.7507008611533486e-22,1.5499319956486526e-08,3.050615787568649e-11
3.643904620000227e-08,0.048764219312884285,2.884923605383614e-05,0.938,0.0,0.0,0.03054811053906419,0.009867093173873721,0.049985346063225085,8.998613093120966e-39,7.321297574852129e-26,0.001989551359040852,-1.125125973877542e-21,6.744698186372236e-36,1.7600978183139238e-06,8.73107352885874e-22,0.0002787066230349964,6.4422681726255885e-12,8.681740748612837e-10,7.382815599625152e-06,3.037820700974588e-06,2.79982162875181e-08,-5.317705488610174e-25,1.6084396898982e-22,1.5674210921907837e-08,3.086186467205179e-11
3.6594903423837655e-08,0.048764219312884285,2.8945355614065987e-05,0.938,0.0,0.0,0.030546851305971175,0.009866534173040809,0.04998529418053846,9.236285536821929e-39,7.362854651178881e-26,0.0019895581302186603,-1.1201481526319784e-21,6.781411867699973e-36,1.76002342879622e-06,8.783120491187384e-22,0.0002798765820595728,6.510126764792046e-12,8.678914640891146e-10,7.3836272642535e-06,3.0300971356095566e-06,2.813887135770304e-08,-5.281072177813006e-25,1.4919216348402994e-22,1.5850264294292956e-08,3.122000732918123e-11
3.675076064767304e-08,0.048764219312884285,2.9041390630999666e-05,0.938,0.0,0.0,0.030545592395266358,0.009865975249952664,0.049985242320502846,9.478977416456375e-39,7.401635695770051e-26,0.0019895649611032635,-1.1147688888297588e-21,6.815463585709518e-36,1.7599490588891743e-06,8.83086805443718e-22,0.00028104636292337177,6.578325160519927e-12,8.676094684794504e-10,7.3844157097641e-06,3.0223374614134864e-06,2.827914724197604e-08,-5.2370220254934e-25,1.3755610099237114e-22,1.602748283852236e-08,3.158059143747372e-11
3.690661787150843e-08,0.048764219312884285,2.9137342562032898e-05,0.938,0.0,0.0,0.030544333803520382,0.009865416404586026,0.049985190483091115,9.726766616306504e-39,7.436741006743665e-26,0.0019895718497963547,-1.1080868477723418e-21,6.845996851292892e-36,1.7598747083930108e-06,8.873705896689482e-22,0.0002822159657002629,6.646862501798924e-12,8.67328081630184e-10,7.385181424613795e-06,3.0145430898377054e-06,2.8419042339378476e-08,-5.184949254249268e-25,1.2509630753101386e-22,1.6205869326923746e-08,3.194362260120301e-11
