Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H2(20)
4.139958586393147e-07,0.054700809901540644,0.00015796983417296708,0.938,0.0,0.0,0.031606541402829244,0.00862602937256794,0.04988904253622326,1.3188888143455825e-28,4.424409066438096e-25,0.0019976568337925042,9.069206119424485e-23,1.4243569167033431e-34,1.169981044641255e-06,8.949274288212022e-19,0.0028577269838443073,1.241693147404879e-08,1.753751990146748e-09,1.8370711484299752e-06,1.930256029473067e-07,3.006525246435444e-07,2.92006521366805e-27,1.4286726644149969e-24,3.121747949304042e-05
4.145472972080332e-07,0.054700809901540644,0.00015795442795416053,0.938,0.0,0.0,0.03160338811508822,0.00862447161977523,0.04988898932465356,1.3254839660991367e-28,4.426162056576504e-25,0.0019976568569878214,8.9676820872e-23,1.4244559528082402e-34,1.1698630672605014e-06,8.971399102146235e-19,0.002860895817993073,1.2439163958580033e-08,1.754735738551269e-09,1.8368875676673174e-06,1.9300552604468687e-07,3.0081075450738516e-07,2.571887243355365e-27,1.4257492562452709e-24,3.127869319780058e-05
4.150987357767517e-07,0.054700809901540644,0.00015793882069197664,0.938,0.0,0.0,0.03160023634482485,0.00862291445895862,0.049888936245884814,1.3321027394427936e-28,4.427888400289923e-25,0.001997656879864224,8.868822334048559e-23,1.4245214622866407e-34,1.1697451494227008e-06,8.993559410915017e-19,0.0028640633353299682,1.2461404732415415e-08,1.7557186347673166e-09,1.836704075517237e-06,1.9298571487827266e-07,3.0096894064670727e-07,-4.439090756226773e-27,1.4185333677666928e-24,3.1339874665733314e-05
4.1565017434547016e-07,0.054700809901540644,0.00015792301345547507,0.938,0.0,0.0,0.03159708608980024,0.008621357889718673,0.04988888329954489,1.3387451854280162e-28,4.429593175985861e-25,0.001997656902422924,8.772213452840887e-23,1.42455990871499e-34,1.1696272910351275e-06,9.015755283131315e-19,0.002867229537026137,1.2483653787287536e-08,1.7567006785006922e-09,1.8365206718485255e-06,1.9296616810357665e-07,3.0112708333554655e-07,2.6387627203622986e-27,1.3873571835778528e-24,3.140102373416529e-05
4.1620161291418864e-07,0.054700809901540644,0.00015790700730980702,0.938,0.0,0.0,0.03159393734778124,0.008619801911656448,0.049888830485262485,1.3454113551446788e-28,4.431281722857076e-25,0.001997656924665124,8.675348436168079e-23,1.4245780502718846e-34,1.1695094920052814e-06,9.037986777654995e-19,0.0028703944242508338,1.2505911114956346e-08,1.7576818694705144e-09,1.8363373565303103e-06,1.9294688438303358e-07,3.0128518284655206e-07,3.696502432253101e-27,1.3742216772936706e-24,3.1462140241485794e-05
4.1669790762603527e-07,0.054700809901540644,0.00015789243258857265,0.938,0.0,0.0,0.03159110477174297,0.008618402036528078,0.04988878306501135,1.3514312339367759e-28,4.432807478440971e-25,0.0019976569444134875,8.587130491288795e-23,1.4246021496658151e-34,1.1694035235530195e-06,9.05802570647122e-19,0.0028732416998448183,1.2525949776310958e-08,1.7585642120133602e-09,1.8361724481756968e-06,1.9292975284589188e-07,3.014274357136429e-07,-7.529409458884824e-28,1.3746655759264011e-24,3.151711712560618e-05
4.171942023378819e-07,0.054700809901540644,0.0001578776983815311,0.938,0.0,0.0,0.03158827341781534,0.008617002639640797,0.04988873575115739,1.3574704076638314e-28,4.434328265009239e-25,0.001997656963907326,8.499492195777964e-23,1.4246201098756623e-34,1.169297603038702e-06,9.078093565809991e-19,0.0028760879125122023,1.2545995126009734e-08,1.7594458634149036e-09,1.8360076111843216e-06,1.9291283233933643e-07,3.0156965402324124e-07,3.730845374471665e-27,1.363369692686744e-24,3.157206738885483e-05
4.1769049704972854e-07,0.054700809901540644,0.00015786280545708684,0.938,0.0,0.0,0.03158544328438238,0.008615603720704813,0.0498886885434318,1.3635289136501027e-28,4.43582470909706e-25,0.001997656983147506,8.413779805122638e-23,1.4246075527003575e-34,1.1691917303953976e-06,9.098190273329312e-19,0.0028789330631014535,1.256604715810199e-08,1.7603268234935048e-09,1.8358428454614783e-06,1.9289612190249357e-07,3.017118379712575e-07,3.6875486362993415e-27,1.3516452824112473e-24,3.1626990915610964e-05
4.181867917615752e-07,0.054700809901540644,0.00015784775458109823,0.938,0.0,0.0,0.031582614369831986,0.008614205279430645,0.04988864144156635,1.3696067892450084e-28,4.437277887766691e-25,0.0019976570021348885,8.3338031878715e-23,1.4245406214605713e-34,1.1690859055563234e-06,9.118315738486554e-19,0.0028817771524598016,1.2586105866654708e-08,1.7612070920814958e-09,1.8356781509126807e-06,1.9287962057892499e-07,3.0185398775271004e-07,-1.1819284630047547e-26,1.323319016072041e-24,3.168188759094203e-05
4.186830864734218e-07,0.054700809901540644,0.0001578325465168818,0.938,0.0,0.0,0.031579786672555725,0.008612807315529157,0.0498885944452934,1.3757040718231202e-28,4.438687779710596e-25,0.0019976570208703314,8.255424760240768e-23,1.4244193523699883e-34,1.1689801284548726e-06,9.138469990292337e-19,0.0028846201814332444,1.2606171245752482e-08,1.76208666901076e-09,1.8355135274436643e-06,1.928633274166032e-07,3.019961035617306e-07,1.3868277573036178e-27,1.2754875634922815e-24,3.17367573006015e-05
4.1917938118526845e-07,0.054700809901540644,0.0001578171820252168,0.938,0.0,0.0,0.031576960190948994,0.008611409828711522,0.04988854755434592,1.381820798784152e-28,4.440078434136508e-25,0.0019976570393546904,8.17379423157351e-23,1.424274175400769e-34,1.168874399024583e-06,9.158653199292558e-19,0.002887462150866548,1.2626243289497456e-08,1.7629655541208794e-09,1.8353489749603827e-06,1.9284724146788727e-07,3.02138185591567e-07,8.169555115606264e-27,1.277748078064331e-24,3.179159993102682e-05
4.196756758971151e-07,0.054700809901540644,0.0001578016618643495,0.938,0.0,0.0,0.03157413492341092,0.008610012818689233,0.049888500768457425,1.3879570075529515e-28,4.441416958559155e-25,0.0019976570575888147,8.103141761809916e-23,1.42406365001959e-34,1.1687687171991345e-06,9.178865199318016e-19,0.0028903030616032454,1.2646321992009162e-08,1.7638437472670982e-09,1.835184493369009e-06,1.9283136178949816e-07,3.0228023403458793e-07,-3.930491047410157e-26,1.2548776786134258e-24,3.184641536933714e-05
4.201762356595682e-07,0.054700809901540644,0.00015778585141258163,0.938,0.0,0.0,0.031571286604269166,0.008608604285728037,0.04988845368664809,1.3941657212912318e-28,4.44272835955538e-25,0.00199765707572703,8.031554854223941e-23,1.4238030588789998e-34,1.1686621753197588e-06,9.199280163324818e-19,0.0028931673149918185,1.2666579985488748e-08,1.7647287863585414e-09,1.8350186699713008e-06,1.9281555362766136e-07,3.024234693850582e-07,-1.185041848338964e-27,1.1715250958430505e-24,3.190167422218053e-05
4.206767954220213e-07,0.054700809901540644,0.0001577698841460669,0.938,0.0,0.0,0.03156843951689319,0.00860719623720386,0.04988840671116856,1.4003943296671825e-28,4.444133506371669e-25,0.0019976570936124194,7.931545850332721e-23,1.4236611622352825e-34,1.1685556817319692e-06,9.219725274014962e-19,0.002896030493128957,1.2686844740713234e-08,1.765613121249555e-09,1.8348529184981565e-06,1.9279995338261364e-07,3.025666709593316e-07,5.66858574615353e-26,1.298369401622056e-24,3.195690518497606e-05
4.211773551844744e-07,0.054700809901540644,0.00015775376083496543,0.938,0.0,0.0,0.03156559365965207,0.008605788672821694,0.04988835984174725,1.406642871156469e-28,4.445506751657612e-25,0.001997657111245842,7.850677678713527e-23,1.423479514046266e-34,1.1684492363681948e-06,9.240199824669856e-19,0.0028988925968763328,1.2707116251702775e-08,1.766496751814041e-09,1.8346872388539865e-06,1.9278456009988451e-07,3.027098389520867e-07,-1.4514275912863435e-26,1.3825887554604946e-24,3.201210814400205e-05
4.216779149469275e-07,0.054700809901540644,0.00015773748224683494,0.938,0.0,0.0,0.031562749030918776,0.008604381592286856,0.049888313078113186,1.412911384260728e-28,4.446966383185029e-25,0.0019976571286281575,7.78798182732568e-23,1.4234070381943997e-34,1.168342839161051e-06,9.260704460395288e-19,0.002901753627094349,1.27273945124955e-08,1.7673796779274224e-09,1.8345216309434252e-06,1.927693728294171e-07,3.028529735571093e-07,-5.1042672226759695e-26,1.1982319324664766e-24,3.2067282986233266e-05
4.221784747093806e-07,0.054700809901540644,0.00015772104914663461,0.938,0.0,0.0,0.03155990562907014,0.008602974995305001,0.049888266419996,1.4191999075075572e-28,4.448379368796685e-25,0.0019976571457602185,7.699532931993065e-23,1.4232762176710256e-34,1.1682364900433354e-06,9.281238479647819e-19,0.0029046135846421428,1.274767951714745e-08,1.7682618994612803e-09,1.8343560946713341e-06,1.927543906255442e-07,3.029960749672961e-07,5.115883330272607e-26,1.1601192190256647e-24,3.212242959933904e-05
4.2267903447183373e-07,0.054700809901540644,0.00015770446229672997,0.938,0.0,0.0,0.03155706345248686,0.008601568881582105,0.04988821986712594,1.4255084794505086e-28,4.449807523539531e-25,0.001997657162642875,7.602718109422362e-23,1.4231649341448159e-34,1.1681301889479621e-06,9.30180221706888e-19,0.002907472470377582,1.276797125973218e-08,1.7691434163110556e-09,1.834190629942799e-06,1.9273961254696503e-07,3.0313914337465894e-07,7.422533645848163e-27,1.343507290156861e-24,3.217754787168098e-05
4.231295382580415e-07,0.054700809901540644,0.00015768940330382792,0.938,0.0,0.0,0.03155450653982848,0.008600303792175168,0.049888178059306676,1.4312033677197656e-28,4.451191000268331e-25,0.001997657177624726,7.52537888597168e-23,1.423188608511623e-34,1.1680345589659169e-06,9.320335418351554e-19,0.002910044551847929,1.2786239584106942e-08,1.769936178888394e-09,1.8340417727785915e-06,1.9272648602888228e-07,3.032678768818599e-07,-1.8536207943720858e-26,1.3401853584897116e-24,3.222712999372225e-05
4.235800420442493e-07,0.054700809901540644,0.0001576742209412078,0.938,0.0,0.0,0.03155195061715142,0.008599039093756224,0.04988813633632376,1.4369145548243482e-28,4.452709531208012e-25,0.0019976571924058602,7.425489437439606e-23,1.423382778234896e-34,1.1679389677791059e-06,9.338893374099332e-19,0.0029126157664677308,1.2804513357125617e-08,1.7707283705160328e-09,1.8338929734190898e-06,1.927135234132348e-07,3.033965839503313e-07,7.338086329065262e-26,1.3654146820200875e-24,3.227668898946126e-05
4.240305458304571e-07,0.054700809901540644,0.00015765891575926478,0.938,0.0,0.0,0.03154939568328319,0.008597774786111616,0.049888094697981784,1.4426420689236777e-28,4.454146053525184e-25,0.001997657206986889,7.330199262588826e-23,1.4234734188864255e-34,1.1678434153389744e-06,9.357474784566821e-19,0.0029151861148597503,1.2822792574504307e-08,1.7715199911245856e-09,1.8337442317955661e-06,1.9270072402278876e-07,3.0352526471822856e-07,6.344407151617782e-26,1.4962133925734133e-24,3.2326224778942714e-05
4.2448104961666486e-07,0.054700809901540644,0.0001576434883067056,0.938,0.0,0.0,0.031546841737053806,0.008596510869027896,0.049888053144085724,1.4483859381941795e-28,4.455552553651823e-25,0.0019976572213684218,7.276869053355285e-23,1.4235261347576373e-34,1.167747901597054e-06,9.376079986941396e-19,0.0029177555976459273,1.284107723197051e-08,1.7723110406592656e-09,1.8335955478394412e-06,1.92688087183113e-07,3.0365391932313806e-07,-9.492160551842025e-26,1.372030937472073e-24,3.237573728265915e-05
4.2493155340287264e-07,0.054700809901540644,0.00015762793913054818,0.938,0.0,0.0,0.03154428877729578,0.008595247342291841,0.04988801167444101,1.4541461908292804e-28,4.456754017471703e-25,0.0019976572355510673,7.234915498580483e-23,1.4233203504869354e-34,1.1676524265049884e-06,9.394708043110017e-19,0.002920324215447373,1.2859367325263372e-08,1.7731015190646611e-09,1.8334469214822817e-06,1.926756122225712e-07,3.037825479020769e-07,-6.903949217188036e-27,1.0058369686972412e-24,3.242522642155119e-05
4.253820571890804e-07,0.054700809901540644,0.0001576122687761282,0.938,0.0,0.0,0.031541736802844146,0.008593984205690434,0.049887970288853396,1.459922855039398e-28,4.458063032910688e-25,0.0019976572495354304,7.118704076887274e-23,1.4232503504334373e-34,1.1675569900145384e-06,9.41336072868925e-19,0.0029228919688843746,1.2877662850133567e-08,1.773891426281139e-09,1.8332983526558005e-06,1.9266329847229798e-07,3.039111505914981e-07,1.944404156561619e-25,1.2067252538627473e-24,3.247469211700454e-05
4.258325609752882e-07,0.054700809901540644,0.00015759647778709876,0.938,0.0,0.0,0.03153918581253644,0.008592721459010874,0.0498879289871291,1.4657159590519419e-28,4.459789175885873e-25,0.0019976572633221123,6.988047753041477e-23,1.4237063010237366e-34,1.1674615920775597e-06,9.432039743094068e-19,0.0029254588585763937,1.2895963802342716e-08,1.7746807622617473e-09,1.8331498412918568e-06,1.9265114526619585e-07,3.040397275272907e-07,-4.2881401932111405e-28,1.706025264618718e-24,3.2524134290850164e-05
4.26283064761496e-07,0.054700809901540644,0.00015758056670543612,0.938,0.0,0.0,0.03153663580521269,0.008591459102040578,0.0498878877690747,1.4715255311112998e-28,4.461335084057155e-25,0.0019976572769117135,6.961513113523217e-23,1.4239352619114068e-34,1.1673662326460049e-06,9.4507418340411e-19,0.002928024885142073,1.2914270177663547e-08,1.775469526968829e-09,1.8330013873224554e-06,1.9263915194091226e-07,3.0416827884478397e-07,-2.4154743888453927e-25,1.3140025804241753e-24,3.257355286536145e-05
4.2673356854770377e-07,0.054700809901540644,0.00015756453607143942,0.938,0.0,0.0,0.03153408677971543,0.008590197134567162,0.04988784663449715,1.4773515994788424e-28,4.462021985083095e-25,0.001997657290304833,6.972285244028965e-23,1.423081712203559e-34,1.167270911671939e-06,9.469463275370934e-19,0.0029305900491992266,1.2932581971880607e-08,1.7762577203579785e-09,1.8328529906797471e-06,1.926273178358354e-07,3.0429680467874814e-07,1.8004054407621862e-26,5.48784043963962e-25,3.26229477632545e-05
4.2718407233391155e-07,0.054700809901540644,0.0001575483864237356,0.938,0.0,0.0,0.03153153873488969,0.00858893555637847,0.049887805583203854,1.4831941924329112e-28,4.462306293974894e-25,0.0019976573035020663,6.936170075739421e-23,1.4217214518163488e-34,1.16717562910753e-06,9.488206699870018e-19,0.0029331543513648525,1.2950899180789765e-08,1.77704534239579e-09,1.8327046512960284e-06,1.926156422930758e-07,3.044253051633974e-07,4.859251377821711e-27,7.601364598571982e-25,3.2672318907685946e-05
4.275895257414986e-07,0.054700809901540644,0.00015753375042791288,0.938,0.0,0.0,0.03152924633206807,0.008587800468671903,0.049887768708089024,1.4884666779987744e-28,4.46298523051238e-25,0.001997657315212583,6.864834570656059e-23,1.421031680464214e-34,1.167089907600365e-06,9.505098931124598e-19,0.0029354614869059447,1.296738929490383e-08,1.7777537137008846e-09,1.8325711947512767e-06,1.9260526933380774e-07,3.0454093403639976e-07,-9.179148733563976e-27,1.094602641208711e-24,3.271673256530703e-05
4.279949791490856e-07,0.054700809901540644,0.00015751901885623312,0.938,0.0,0.0,0.03152695472181837,0.008586665695959915,0.04988773190013888,1.4937525920377322e-28,4.46415262690014e-25,0.001997657326765343,6.78605665872972e-23,1.420958597882284e-34,1.1670042171316318e-06,9.522013527170976e-19,0.0029377679252626356,1.298388378847071e-08,1.778461622168395e-09,1.8324377844824321e-06,1.925950238035203e-07,3.046565425817871e-07,1.3660199315082778e-25,1.0594485728356764e-24,3.276112686533511e-05
4.284004325566726e-07,0.054700809901540644,0.00015750419209789254,0.938,0.0,0.0,0.031524663903303794,0.008585531238088277,0.049887695159213784,1.499051955199935e-28,4.465398443419246e-25,0.0019976573381607758,6.724676949561417e-23,1.420984599730624e-34,1.1669185576666764e-06,9.538948048514024e-19,0.0029400736668830124,1.3000382658450662e-08,1.7791690677823254e-09,1.8323044204404397e-06,1.925849052282136e-07,3.047721308962562e-07,-6.546553773464758e-27,1.093655399913242e-24,3.280550175266112e-05
4.2880588596425965e-07,0.054700809901540644,0.00015748927054099664,0.938,0.0,0.0,0.03152237387568913,0.008584397094902902,0.049887658485174444,1.50436478814666e-28,4.466393062762577e-25,0.0019976573493993093,6.680513819639519e-23,1.4206938845841548e-34,1.1668329291709093e-06,9.55590061360846e-19,0.002942378712214625,1.3016885901811564e-08,1.779876050530304e-09,1.8321711025763396e-06,1.925749131356417e-07,3.0488769907614433e-07,-9.916962014916351e-26,1.0514070001324752e-24,3.284985717246201e-05
4.2921133937184667e-07,0.054700809901540644,0.0001574742545725627,0.938,0.0,0.0,0.0315200846381408,0.00858326326624984,0.049887621877881747,1.5096911115503042e-28,4.4671953534557455e-25,0.0019976573604813704,6.628695024622558e-23,1.420161043196217e-34,1.1667473316098064e-06,9.572871653044818e-19,0.0029446830617044883,1.3033393515522944e-08,1.7805825704006562e-09,1.8320378308412668e-06,1.9256504705530425e-07,3.0500324721743126e-07,1.1478765975955283e-25,8.909286024238092e-25,3.289419307019966e-05
4.296167927794337e-07,0.054700809901540644,0.00015745914457852118,0.938,0.0,0.0,0.03151779618982686,0.008582129751975281,0.04988758533719687,1.5150309460943804e-28,4.468028803304989e-25,0.0019976573714073826,6.570821102326825e-23,1.4196682713719466e-34,1.1666617649489158e-06,9.58986251570259e-19,0.002946986715799081,1.3049905496564928e-08,1.7812886273857873e-09,1.8319046051864517e-06,1.9255530651843784e-07,3.051187754157406e-07,1.2591052811616496e-27,1.1004553185024657e-24,3.293850939162017e-05
4.300222461870207e-07,0.054700809901540644,0.000157443940943718,0.938,0.0,0.0,0.03151550852991698,0.008580996551925547,0.04988754886298128,1.520384312473514e-28,4.468981594280755e-25,0.0019976573821777702,6.522118350289343e-23,1.4193267380518058e-34,1.16657622915385e-06,9.606873684286897e-19,0.0029492896749443442,1.3066421841927131e-08,1.781994221482403e-09,1.8317714255632161e-06,1.9254569105800897e-07,3.0523428376634074e-07,-1.3123760374217972e-25,1.1680904668977636e-24,3.298280608275299e-05
4.3042769959460775e-07,0.054700809901540644,0.00015742864405191546,0.938,0.0,0.0,0.03151322165758246,0.008579863665947101,0.049887512455096664,1.525751231393442e-28,4.470001026992763e-25,0.0019976573927929548,6.462612871909807e-23,1.4190697227385575e-34,1.1664907241902885e-06,9.623904798708061e-19,0.0029515919395856883,1.3082942548600622e-08,1.7826993526870138e-09,1.83163829192298e-06,1.9253620020870668e-07,3.0534977236414644e-07,1.3105892333312365e-25,9.100384353389065e-25,3.302708308991032e-05
4.3083315300219477e-07,0.054700809901540644,0.0001574132542857947,0.938,0.0,0.0,0.03151093557199619,0.00857873109388655,0.049887476113404966,1.5311317235710076e-28,4.470983000464398e-25,0.0019976574032533577,6.400904010450064e-23,1.4187657825113592e-34,1.1664052500239797e-06,9.640955233247517e-19,0.002953893510167987,1.309946761358758e-08,1.783404020999899e-09,1.8315052042172559e-06,1.9252683350693545e-07,3.054652413037203e-07,2.652441823326188e-26,1.062731346467078e-24,3.307134035968617e-05
4.312386064097818e-07,0.054700809901540644,0.00015739777202695686,0.938,0.0,0.0,0.03150865027233267,0.008577598835590627,0.04988743983776841,1.5365258097341613e-28,4.471879392372857e-25,0.001997657413559398,6.362740545780491e-23,1.4183542985981819e-34,1.1663198066207375e-06,9.6580247387586e-19,0.0029561943871355824,1.3115997033900522e-08,1.7841082264267027e-09,1.8313721623976512e-06,1.9251759049080702e-07,3.0558069067927344e-07,-1.6578945614638715e-25,1.117795865561291e-24,3.31155778389557e-05
4.316440598173688e-07,0.054700809901540644,0.00015738219765592515,0.938,0.0,0.0,0.031506365757768016,0.00857646689090621,0.049887403628049484,1.541933510621954e-28,4.472763298206477e-25,0.001997657423711492,6.308279212569482e-23,1.4179276421643683e-34,1.1662343939464415e-06,9.67511378649493e-19,0.002958494570932282,1.3132530806551277e-08,1.7848119689720278e-09,1.831239166415865e-06,1.9250847070013314e-07,3.0569612058466767e-07,1.3732679546794447e-25,8.471820904245643e-25,3.3159795474874406e-05
4.3204951322495585e-07,0.054700809901540644,0.0001573665315521468,0.938,0.0,0.0,0.031504082027479986,0.008575335259680307,0.049887367484110906,1.5473548469845365e-28,4.47367868121477e-25,0.0019976574337100574,6.24088953492541e-23,1.417541322370821e-34,1.1661490119670405e-06,9.692222634634426e-19,0.002960794062001361,1.3149068928562627e-08,1.7855152486436384e-09,1.8311062162236934e-06,1.9249947367641778e-07,3.058115311134159e-07,5.314708779344645e-26,1.0750692395823554e-24,3.320399321487729e-05
4.3245496663254287e-07,0.054700809901540644,0.00015735077409399428,0.938,0.0,0.0,0.031501799080647895,0.008574203941760068,0.04988733140581569,1.5527898395831539e-28,4.474588676850369e-25,0.0019976574435555078,6.207694956370263e-23,1.417148762836205e-34,1.1660636606485511e-06,9.70935105080939e-19,0.002963092860785563,1.3165611396969391e-08,1.7862180654561703e-09,1.8309733117730245e-06,1.9249059896285027e-07,3.0592692235868446e-07,-1.9576952265844586e-25,1.1294227114009066e-24,3.324817100667814e-05
4.328604200401299e-07,0.054700809901540644,0.00015733492565876768,0.938,0.0,0.0,0.03149951691645266,0.00857307293699278,0.04988729539302706,1.5582385091901453e-28,4.475501493637327e-25,0.0019976574532482565,6.155913628740984e-23,1.4167602679588197e-34,1.1659783399570515e-06,9.726499084809711e-19,0.0029653909677271016,1.3182158208804402e-08,1.7869204194223675e-09,1.8308404530158397e-06,1.9248184610429783e-07,3.060422944132931e-07,1.3860304729037295e-25,7.838721109103212e-25,3.3292328798268735e-05
4.332658734477169e-07,0.054700809901540644,0.00015731898662269583,0.938,0.0,0.0,0.031497235534076844,0.008571942245225856,0.04988725944560857,1.5637008765889404e-28,4.476404500461588e-25,0.0019976574627887165,6.082241530512443e-23,1.416359915536242e-34,1.1658930498586903e-06,9.743666658627876e-19,0.0029676883832676576,1.3198709361111183e-08,1.7876223105569581e-09,1.8307076399042157e-06,1.9247321464729807e-07,3.0615764736971784e-07,7.901571900681414e-26,1.0572818692477686e-24,3.3336466537918053e-05
4.3367132685530394e-07,0.054700809901540644,0.00015730295736093869,0.938,0.0,0.0,0.03149495493270457,0.008570811866306859,0.049887223563423934,1.569176962574055e-28,4.477264337204037e-25,0.001997657472177298,6.056181633502858e-23,1.41590566017684e-34,1.165807790319684e-06,9.760853590373395e-19,0.002969985107848382,1.3215264850946699e-08,1.7883237388835787e-09,1.8305748723903196e-06,1.92464704140052e-07,3.0627298132009064e-07,-2.1857695895634604e-25,1.1184728385160255e-24,3.338058417417154e-05
4.3407678026289097e-07,0.054700809901540644,0.00015728683824758877,0.938,0.0,0.0,0.031492675111521554,0.008569681800083478,0.049887187746337235,1.5746667879510896e-28,4.478139557815618e-25,0.0019976574814144087,6.009119889325685e-23,1.41547141680121e-34,1.1657225613063105e-06,9.778060252095163e-19,0.002972281141909898,1.3231824675364569e-08,1.7890247044233057e-09,1.8304421504264143e-06,1.9245631413241657e-07,3.06388296356202e-07,1.3525880358965792e-25,7.2788652809731345e-25,3.3424681655850266e-05
4.34482233670478e-07,0.054700809901540644,0.00015727062965567297,0.938,0.0,0.0,0.03149039606971515,0.008568552046403539,0.049887151994212724,1.5801703735367267e-28,4.479026700255601e-25,0.0019976574905004574,5.928050229589955e-23,1.41505281964949e-34,1.1656373627849168e-06,9.795286605020697e-19,0.0029745764858922965,1.3248388831428776e-08,1.7897252071971894e-09,1.8303094739648555e-06,1.9244804417589735e-07,3.0650359256950134e-07,1.0000519401635257e-25,1.0602115229412308e-24,3.346875893205019e-05
4.34887687078065e-07,0.054700809901540644,0.0001572543319571545,0.938,0.0,0.0,0.031488117806474245,0.008567422605115005,0.049887116306914975,1.5856877401587265e-28,4.479871928099653e-25,0.0019976574994358502,5.907801380134363e-23,1.4145819234422322e-34,1.1655521947219185e-06,9.812532329695098e-19,0.0029768711402351415,1.326495731621806e-08,1.7904252472378185e-09,1.8301768429580901e-06,1.9243989382364192e-07,3.0661887005109875e-07,-2.3181890074295404e-25,1.1064634172884976e-24,3.3512815952141384e-05
4.3529314048565204e-07,0.054700809901540644,0.00015723794552293435,0.938,0.0,0.0,0.03148584032098933,0.008566293476065977,0.04988708068430877,1.591218908655926e-28,4.4807338698257375e-25,0.001997657508220992,5.86564206125534e-23,1.4141327067893273e-34,1.1654670570837925e-06,9.829797802351021e-19,0.002979165105377469,1.3281530126806833e-08,1.7911248245750126e-09,1.8300442573586598e-06,1.9243186263043218e-07,3.0673412889176607e-07,1.2900963963549704e-25,6.672954944986281e-25,3.355685266576728e-05
4.3569859389323907e-07,0.054700809901540644,0.0001572214707228538,0.938,0.0,0.0,0.031483563612452525,0.00856516465910468,0.049887045126259175,1.596763899878235e-28,4.481571610982067e-25,0.001997657516856285,5.808421563547013e-23,1.4136535721716047e-34,1.1653819498370828e-06,9.84708277798352e-19,0.0029814583817577883,1.3298107260281286e-08,1.7918239392361555e-09,1.8299117171191977e-06,1.9242395015267717e-07,3.0684936918193845e-07,5.8270233400506346e-27,8.763669038297562e-25,3.360086902284373e-05
4.361040473008261e-07,0.054700809901540644,0.00015720490792569516,0.938,0.0,0.0,0.03148128768005748,0.008564036154079488,0.049887009632631506,1.6023227346866317e-28,4.482214095831352e-25,0.0019976575253421325,5.802776171706831e-23,1.4129288191906764e-34,1.1652968729484022e-06,9.86438628417874e-19,0.002983750969814081,1.3314688713738724e-08,1.7925225912611929e-09,1.8297792221924296e-06,1.9241615594840688e-07,3.0696459101171475e-07,3.628559201673913e-26,5.30799322372815e-25,3.364486497355846e-05
4.365095007084131e-07,0.054700809901540644,0.00015718825749918438,0.938,0.0,0.0,0.03147901252299944,0.008562907960838893,0.04988697420329136,1.6078954339531654e-28,4.482621952622194e-25,0.001997657533678936,5.80072290043965e-23,1.4119090405032342e-34,1.1652118263844272e-06,9.88170817400757e-19,0.0029860428699837994,1.3331274484276432e-08,1.7932207806869544e-09,1.829646772531174e-06,1.9240847957726534e-07,3.070797944708598e-07,2.9305156951032047e-27,3.494768611351868e-25,3.36888404683703e-05
4.3691495411600014e-07,0.054700809901540644,0.0001571715198099924,0.938,0.0,0.0,0.03147673814047527,0.008561780079231536,0.04988693883810454,1.613482018560948e-28,4.482885029545053e-25,0.0019976575418670923,5.789535060880336e-23,1.410707881660836e-34,1.1651268101119002e-06,9.89904903055554e-19,0.002988334082703876,1.334786456900061e-08,1.7939185075531802e-09,1.8295143680883416e-06,1.9240092060050277e-07,3.071949796488049e-07,1.3807467790126346e-26,2.9975183179661155e-25,3.3732795458008234e-05
4.3732040752358716e-07,0.054700809901540644,0.00015715469522373736,0.938,0.0,0.0,0.03147446453168334,0.008560652509106184,0.049886903536937165,1.61908250940415e-28,4.483222785533586e-25,0.0019976575499070014,5.749117560090185e-23,1.4096023428075288e-34,1.1650418240976283e-06,9.916410153336414e-19,0.0029906246084107128,1.3364458965024028e-08,1.794615771903009e-09,1.8293820088169357e-06,1.9239347858096882e-07,3.0731014663464946e-07,-3.946260011733222e-27,5.266366835521203e-25,3.377672989347072e-05
4.3813131433876116e-07,0.054700809901540644,0.0001571207868172603,0.938,0.0,0.0,0.03146991963209776,0.008558398302697237,0.04988683312612635,1.6303252934287885e-28,4.48419536545024e-25,0.0019976575655436604,5.65723081250247e-23,1.4077699353981744e-34,1.1648719427114113e-06,9.951193460037224e-19,0.002995203600527663,1.3397660679462185e-08,1.796008913236855e-09,1.8291174256008727e-06,1.9237894367293013e-07,3.075404263847847e-07,2.1041059046041803e-27,8.791850804521226e-25,3.3864536907204066e-05
4.3886113047241777e-07,0.054700809901540644,0.0001570899757098638,0.938,0.0,0.0,0.03146583186062572,0.008556370580683223,0.04988676997400498,1.6404915682128152e-28,4.485525836206516e-25,0.001997657579113611,5.574366432040599e-23,1.4066984171466419e-34,1.1647191526154085e-06,9.982568455509536e-19,0.002999322348214913,1.3427556938291389e-08,1.7972611591114968e-09,1.8288794547230985e-06,1.923662578964279e-07,3.0774761683001544e-07,3.8743085919843025e-27,9.384497409325278e-25,3.3943492438188795e-05
