Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H2(20)
8.049872211250852e-11,0.054700809901540644,1.0291312989884915e-07,0.938,0.0,0.0,0.0346238341779758,0.009999683573991468,0.04999892254641309,3.004565627105872e-51,7.454790962677477e-46,0.001999894274858859,1.332190396721647e-59,7.215151503789172e-58,1.0357340771212756e-06,1.0023274531483692e-30,6.732259140245275e-07,5.8088223935801795e-18,1.3456127937172476e-09,8.490697524851766e-08,2.0816605697449768e-08,1.5601861471078537e-12,3.842334394348638e-59,1.9105606602335617e-43,1.4590602509452293e-15
8.135798785034282e-11,0.054700809901540644,1.0402581294860125e-07,0.938,0.0,0.0,0.034623820435606155,0.00999968019658841,0.0499989177804185,3.236389013889216e-51,7.861334579874791e-46,0.001999893165972969,1.4774601248734504e-59,7.689744267864232e-58,1.040054844493686e-06,1.045812400771133e-30,6.804259529927258e-07,5.996833081357801e-18,1.3456071601605841e-09,8.579367155385252e-08,2.1038761797520236e-08,1.5936712470377872e-12,4.215438595877517e-59,2.0147055327711292e-43,1.5069004978576027e-15
8.221725358817711e-11,0.054700809901540644,1.0513849179245077e-07,0.938,0.0,0.0,0.034623806768721885,0.009999676819189167,0.049998913089488416,3.4833779968186843e-51,8.285424194896398e-46,0.0019998920574961047,1.6367548409308643e-59,8.190065588506805e-58,1.044300549303751e-06,1.0906970324281696e-30,6.876259823817148e-07,6.188857450928448e-18,1.3456015318515487e-09,8.667995949620208e-08,2.126091687848461e-08,1.6275118606245205e-12,4.620166927344718e-59,2.1233421465957453e-43,1.555775177588878e-15
8.307651932601141e-11,0.054700809901540644,1.0625116643363117e-07,0.938,0.0,0.0,0.03462379317601883,0.009999673441793725,0.04999890847231892,3.746350484690156e-51,8.72762177180853e-46,0.001999890949428079,1.8112564948701364e-59,8.717219130932108e-58,1.048472495467888e-06,1.1370110619971443e-30,6.948260022233687e-07,6.384937895100555e-18,1.3455959087010452e-09,8.756583926546299e-08,2.148307093835211e-08,1.6617079874893442e-12,5.058816238836005e-59,2.236614201304791e-43,1.605695350344975e-15
8.39357850638457e-11,0.054700809901540644,1.0736383687526909e-07,0.938,0.0,0.0,0.03462377965621553,0.009999670064402067,0.04999890392762874,4.026159301889145e-51,9.188501150852777e-46,0.001999889841768705,2.002232394970667e-59,9.272343679933666e-58,1.0525719642520034e-06,1.1847845153034701e-30,7.020260125490116e-07,6.5851168067369544e-18,1.3455902906215249e-09,8.845131105141007e-08,2.170522397511537e-08,1.6962596272513456e-12,5.533822774933543e-59,2.354668426507149e-43,1.6566720762025794e-15
8.479505080168e-11,0.054700809901540644,1.0847650312038634e-07,0.938,0.0,0.0,0.03462376620805273,0.00999966668701418,0.04999889945415887,4.323693294455569e-51,9.668648172767929e-46,0.001999888734517794,2.2110403581819972e-59,9.856613876436632e-58,1.056600214664999e-06,1.2340477301157123e-30,7.092260133894266e-07,6.789436578754637e-18,1.34558467752696e-09,8.933637504369676e-08,2.1927375986750756e-08,1.7311667795273545e-12,6.047768989564144e-59,2.477654613327392e-43,1.7087164151091669e-15
8.565431653951429e-11,0.054700809901540644,1.0958916517190164e-07,0.938,0.0,0.0,0.034623752830293085,0.009999663309630051,0.049998895050672176,4.6398784591026776e-51,1.0168660803115943e-45,0.001999887627675158,2.439134108989202e-59,1.0471240961609693e-57,1.0605584838454946e-06,1.284831356140985e-30,7.164260047748652e-07,6.997939604124529e-18,1.3455790693328178e-09,9.022103143185589e-08,2.2149526971218612e-08,1.766429443931889e-12,6.603390613213199e-59,2.6057256459066166e-43,1.761839426883025e-15
8.651358227734859e-11,0.054700809901540644,1.1070182303263241e-07,0.938,0.0,0.0,0.03462373952172072,0.009999659932249666,0.04999889071595299,4.9756790958995255e-51,1.0689149256612189e-45,0.0019998865212406116,2.6880689405730043e-59,1.1117473528703351e-57,1.0644479874417199e-06,1.3371663550203469e-30,7.236259867350569e-07,7.210668275871244e-18,1.3455734659560346e-09,9.110528040530025e-08,2.237167692646358e-08,1.8020476200770964e-12,7.20358398307625e-59,2.7390375328998403e-43,1.816052171213271e-15
8.737284801518288e-11,0.054700809901540644,1.1181447670529661e-07,0.938,0.0,0.0,0.03462372628114089,0.00999965655487301,0.0499988864488068,5.3320989845493423e-51,1.123073612145991e-45,0.001999885415213965,2.9595076449838203e-59,1.1796598282503874e-57,1.0682699199848065e-06,1.3910840003241915e-30,7.308259592992179e-07,7.427664987072822e-18,1.3455678673149889e-09,9.198912215332332e-08,2.259382585041484e-08,1.838021307572705e-12,7.851413639808211e-59,2.8777494389700057e-43,1.8713657076598684e-15
8.823211375301718e-11,0.054700809901540644,1.1292712619251433e-07,0.938,0.0,0.0,0.0346237131073796,0.009999653177500073,0.049998882248059796,5.71018258449835e-51,1.1794056483688908e-45,0.0019998843095950336,3.255226722289809e-59,1.2509940806399123e-57,1.0720254552555996e-06,1.446615877547634e-30,7.380259224960607e-07,7.648972130860474e-18,1.345562273329478e-09,9.287255686509975e-08,2.2815973740986396e-08,1.874350506025968e-12,8.550120197335462e-59,3.0220237162786002e-43,1.9277910956536347e-15
8.909137949085147e-11,0.054700809901540644,1.1403977149680962e-07,0.938,0.0,0.0,0.03462369999928325,0.009999649800130841,0.0499988781125586,6.11101625905756e-51,1.2379758051498382e-45,0.001999883204383629,3.5771228780935116e-59,1.325886633703492e-57,1.0757157466451218e-06,1.5037938841058952e-30,7.452258763538017e-07,7.874632100418289e-18,1.3455566839206932e-09,9.37555847296861e-08,2.3038120596077327e-08,1.911035215041614e-12,9.303128492028645e-59,3.1720259359728895e-43,1.985339394496252e-15
8.995064522868577e-11,0.054700809901540644,1.1515241262061205e-07,0.938,0.0,0.0,0.03462368695571823,0.0099996464227653,0.049998874041169865,6.535729523842492e-51,1.2988501279603986e-45,0.0019998820995795648,3.9272198201763963e-59,1.4044780546584913e-57,1.0793419275087785e-06,1.5626502293296806e-30,7.524258209001711e-07,8.104687288982956e-18,1.3455510990111936e-09,9.463820593602123e-08,2.326026641357207e-08,1.9480754342217973e-12,1.011405601870791e-58,3.3279249196697587e-43,2.044021663360276e-15
9.080991096652006e-11,0.054700809901540644,1.1626504956625851e-07,0.938,0.0,0.0,0.03462367397557069,0.009999643045403437,0.049998870032779905,6.985496319787864e-51,1.3620959493589128e-45,0.001999880995182654,4.307675364836605e-59,1.486913033263983e-57,1.0829051115144017e-06,1.6232174344605545e-30,7.596257561624204e-07,8.339180089843483e-18,1.3455455185248852e-09,9.552042067292716e-08,2.3482411191340643e-08,1.9854711631660495e-12,1.0986721660576487e-58,3.489892770936152e-43,2.1038489612891315e-15
9.166917670435435e-11,0.054700809901540644,1.1737768233599463e-07,0.938,0.0,0.0,0.034623661057746065,0.009999639668045242,0.0499988660862944,7.4615363109773e-51,1.42778190142604e-45,0.0019998798911927103,4.720788863674586e-59,1.5733404615715752e-57,1.0864063929842377e-06,1.685528332646311e-30,7.668256821673311e-07,8.578152896340854e-18,1.3455399423869964e-09,9.640222912910946e-08,2.3704554927238937e-08,2.0232224014712297e-12,1.1925154720047203e-58,3.6581049067661146e-43,2.164832347197115e-15
9.252844244218865e-11,0.054700809901540644,1.1849031093197644e-07,0.938,0.0,0.0,0.034623648201168866,0.009999636290690702,0.04999886220063803,7.965116207506369e-51,1.4959779282007258e-45,0.001999878787609547,5.1690089616427955e-59,1.66391351443729e-57,1.0898468472309977e-06,1.7496160689363394e-30,7.740255989412228e-07,8.821648101867752e-18,1.3455343705240529e-09,9.728363149315785e-08,2.392669761910892e-08,2.0613291487314797e-12,1.2933604257329782e-58,3.832740089054432e-43,2.2269828798693935e-15
9.338770818002294e-11,0.054700809901540644,1.1960293535627205e-07,0.938,0.0,0.0,0.03462363540478222,0.009999632913339804,0.04999885837475418,8.497551113610654e-51,1.5667552981165885e-45,0.0019998776844329788,5.654941697534626e-59,1.7587897307941241e-57,1.0932275308880735e-06,1.8155141002769878e-30,7.812255065099615e-07,9.069708099868219e-18,1.3455288028638592e-09,9.81646279535467e-08,2.4148839264778898e-08,2.0997914045381757e-12,1.4016548743879084e-58,4.013980456066864e-43,2.2903116179619917e-15
9.424697391785724e-11,0.054700809901540644,1.207155556108629e-07,0.938,0.0,0.0,0.03462362266754762,0.009999629535992538,0.049998854607604525,9.060205901301062e-51,1.640186616438721e-45,0.001999876581662818,6.181358958415418e-59,1.8581310956853317e-57,1.096549482234017e-06,1.8832561955069167e-30,7.884254048989666e-07,9.322375283837319e-18,1.3455232393354732e-09,9.904521869863581e-08,2.4370979862063762e-08,2.138609168479889e-12,1.5178706038007618e-58,4.2020115539069956e-43,2.354829620001791e-15
9.510623965569153e-11,0.054700809901540644,1.2182817169764573e-07,0.938,0.0,0.0,0.03462360998844465,0.00999962615864889,0.04999885089816886,9.654496609752605e-51,1.71634583770092e-45,0.00199987547929888,6.751207299799035e-59,1.9621041230585755e-57,1.0998137215113855e-06,1.9528764353524546e-30,7.956252941332199e-07,9.579692047320811e-18,1.3455176798691857e-09,9.992540391667062e-08,2.459311940876521e-08,2.1777824401423334e-12,1.642504369008375e-58,4.397022367979657e-43,2.4205479443865102e-15
9.596550539352583e-11,0.054700809901540644,1.2294078361843341e-07,0.938,0.0,0.0,0.034623597366470554,0.009999622781308854,0.04999884724544466,1.0281891870688001e-50,1.7953082781433188e-45,0.0019998743773409775,7.367617143606424e-59,2.070879939320975e-57,1.1030212512400474e-06,2.0244092124229466e-30,8.028251742372719e-07,9.84170078391479e-18,1.345512124396498e-09,1.00805183795783e-07,2.481525790267196e-08,2.21731121910833e-12,1.7760789584768292e-58,4.599205354450951e-43,2.487477649384696e-15
9.682477113136012e-11,0.054700809901540644,1.2405339137495697e-07,0.938,0.0,0.0,0.03462358480064002,0.009999619403972414,0.04999884364844681,1.0943914359993276e-50,1.8771506281504567e-45,0.001999873275788926,8.033912366184114e-59,2.1846343676548656e-57,1.1061730565250408e-06,2.097889231206091e-30,8.100250452352509e-07,1.0108443887265342e-17,1.345506572850103e-09,1.0168455852399163e-07,2.503739534156003e-08,2.257195504957763e-12,1.919144292778876e-58,4.808756471704877e-43,2.555629793135706e-15
9.768403686919442e-11,0.054700809901540644,1.2516599496886667e-07,0.938,0.0,0.0,0.03462357228998483,0.009999616026639561,0.04999884010620732,1.1642142275802182e-50,1.961950964689753e-45,0.001999872174642539,8.753620288927132e-59,2.3035480130941205e-57,1.1092701053590882e-06,2.1733515080632854e-30,8.172249071508683e-07,1.0379963751068163e-17,1.345501025163863e-09,1.0256352828920263e-07,2.5259531723192894e-08,2.2974352972675365e-12,2.0722785584838104e-58,5.025875211796521e-43,2.625015433649682e-15
9.854330260702871e-11,0.054700809901540644,1.2627859440173364e-07,0.938,0.0,0.0,0.034623559833553606,0.009999612649310286,0.049998836617774996,1.2378210843288158e-50,2.049788763750402e-45,0.0019998710739016316,9.530482084339936e-59,2.4278063483609123e-57,1.1123133489198552e-06,2.250831371224955e-30,8.244247600074277e-07,1.0656302769068208e-17,1.3454954812727868e-09,1.0344209327920992e-07,2.5481667045321738e-08,2.3380305956115365e-12,2.2360893780296446e-58,5.250764631901864e-43,2.6956456288075396e-15
9.940256834486301e-11,0.054700809901540644,1.2739118967505114e-07,0.938,0.0,0.0,0.0346235474304115,0.009999609271984572,0.049998833182215194,1.3153813846404049e-50,2.140744912782693e-45,0.0019998699735660173,1.036846361065799e-58,2.557599800462885e-57,1.1153037218620477e-06,2.3303644607858803e-30,8.316246038278309e-07,1.09375033350593e-17,1.3454899411130162e-09,1.0432025368169585e-07,2.570380130568567e-08,2.37898139956059e-12,2.4112150163575585e-58,5.483631385764151e-43,2.7675314363609337e-15
9.999999999999999e-11,0.054700809901540644,1.2816475424371567e-07,0.938,0.0,0.0,0.03462353883765387,0.009999606923794252,0.04999883082420711,1.3717302120829736e-50,2.205866371004606e-45,0.0019998692087616755,1.0989332556786545e-58,2.6512082072544854e-57,1.1173522008278706e-06,2.3868914449208543e-30,8.366305174296808e-07,1.1135904509564963e-17,1.3454860913076506e-09,1.0493058410551179e-07,2.5858246542204756e-08,2.407663256623025e-12,2.5399985411240236e-58,5.650351982750516e-43,2.818258164342007e-15
1.002618340826973e-10,0.054700809901540644,1.285037807902358e-07,0.938,0.0,0.0,0.03462353507963987,0.009999605894662417,0.04999882979860949,1.397070518680948e-50,2.2349017231377345e-45,0.001999868873635512,1.12717666884353e-58,2.6931238380506693e-57,1.1182421426044304e-06,2.4119867287005216e-30,8.388244386345855e-07,1.1223607842883743e-17,1.3454844046218005e-09,1.051980096842316e-07,2.592593450201193e-08,2.4202877086824293e-12,2.598325625097111e-58,5.724685755136862e-43,2.8406839139322357e-15
1.011210998205316e-10,0.054700809901540644,1.296163677486292e-07,0.938,0.0,0.0,0.03462352278033604,0.009999602517343805,0.049998826466055434,1.483070047022517e-50,2.3323429425076063e-45,0.00199986777410993,1.2244840832783617e-58,2.834579059535651e-57,1.1211295136118652e-06,2.4957344387783383e-30,8.46024264449811e-07,1.151465868643194e-17,1.34547887173748e-09,1.0607536147427772e-07,2.6148066632016084e-08,2.4619495225416505e-12,2.7981245250986275e-58,5.97414168122325e-43,2.9151141190145066e-15
1.0198036555836589e-10,0.054700809901540644,1.3072895055149895e-07,0.938,0.0,0.0,0.03462351053161301,0.009999599140028731,0.049998823183666205,1.573567862045295e-50,2.4331537673659224e-45,0.001999866674989086,1.3292395455234656e-58,2.9821712819679166e-57,1.1239667216724455e-06,2.581644166679097e-30,8.532240812952463e-07,1.1810698259641988e-17,1.3454733423994662e-09,1.0695230923918454e-07,2.6370197693402244e-08,2.5039668406996813e-12,3.011349528117616e-58,6.232216796112473e-43,2.9908331089714622e-15
1.0283963129620019e-10,0.054700809901540644,1.3184152920004015e-07,0.938,0.0,0.0,0.0346234983325992,0.009999595762717181,0.04999881995057044,1.6687583521300452e-50,2.5374208554088154e-45,0.0019998655762727955,1.4419412549489065e-58,3.136111630674258e-57,1.1267546381698178e-06,2.6697527999081834e-30,8.604238891922556e-07,1.2111768956499272e-17,1.3454678165482234e-09,1.0782885316619272e-07,2.6592327683863246e-08,2.5463396627147386e-12,3.2387742984651345e-58,6.499132454212296e-43,3.0678519410374392e-15
1.0369889703403448e-10,0.054700809901540644,1.3295410369537656e-07,0.938,0.0,0.0,0.034623486182438164,0.009999592385409145,0.04999881676591188,1.7688425686649627e-50,2.64523233799633e-45,0.001999864477960873,1.5631159875612936e-58,3.296616629656161e-57,1.1294941193507744e-06,2.7600975378119013e-30,8.676236881618361e-07,1.2417913171036058e-17,1.34546229412525e-09,1.0870499344243366e-07,2.6814456601080888e-08,2.589067988141801e-12,3.481209755447201e-58,6.775113763678368e-43,3.146181672317364e-15
1.0455816277186877e-10,0.054700809901540644,1.3406667403856174e-07,0.938,0.0,0.0,0.034623474080288305,0.009999589008104616,0.04999881362884915,1.8740283958908597e-50,2.756677832594242e-45,0.0019998633800531354,1.6933204657542036e-58,3.4639082927477095e-57,1.1321860065881972e-06,2.852715891572772e-30,8.748234782246227e-07,1.2729173297331073e-17,1.345456775073061e-09,1.0958073025492995e-07,2.703658444272607e-08,2.6321518165325674e-12,3.739505517425224e-58,7.060389617840089e-43,3.2258333597867113e-15
1.0541742850970307e-10,0.054700809901540644,1.3517924023058057e-07,0.938,0.0,0.0,0.03462346202532266,0.009999585630803587,0.04999881053855552,1.9845307236085978e-50,2.871848455216281e-45,0.001999862282549396,1.83314278090547e-58,3.6382142155333095e-57,1.1348311266394306e-06,2.9476456842048198e-30,8.820232594008957e-07,1.304559172950908e-17,1.345451259335172e-09,1.1045606379059577e-07,2.7258711206459017e-08,2.6755911474354285e-12,4.014551388338179e-58,7.355192726623028e-43,3.306818060291464e-15
1.0627669424753736e-10,0.054700809901540644,1.3629180227235011e-07,0.938,0.0,0.0,0.03462345001672863,0.009999582253506044,0.04999880749421854,2.10057162277269e-50,2.9908368328667806e-45,0.001999861185449472,1.9832038703678555e-58,3.819767668025143e-57,1.1374302919001713e-06,3.044925050548869e-30,8.892230317105863e-07,1.3367210861740452e-17,1.3454457468560772e-09,1.1133099423623751e-07,2.7480836889929452e-08,2.7193859803954304e-12,4.307278887535914e-58,7.659759647967931e-43,3.389146830548075e-15
1.0713595998537166e-10,0.054700809901540644,1.3740436016472095e-07,0.938,0.0,0.0,0.034623438053707746,0.009999578876211978,0.04999880449503996,2.22238052399498e-50,3.113737115983735e-45,0.001999860088753178,2.144159050430364e-58,4.008807688100294e-57,1.1399843006539443e-06,3.1445924372678088e-30,8.964227951732826e-07,1.3694073088240746e-17,1.3454402375812378e-09,1.1220552177855386e-07,2.7702961490776787e-08,2.7635363149542425e-12,4.618662823781846e-58,7.974330819246284e-43,3.472830727143419e-15
1.0799522572320595e-10,0.054700809901540644,1.385169139084784e-07,0.938,0.0,0.0,0.03462342613547536,0.009999575498921384,0.04999880154023536,2.350194398982331e-50,3.240644990882273e-45,0.0019998589924603307,2.316699606858572e-58,4.205579175697415e-57,1.1424939373172462e-06,3.246686602841884e-30,9.03622549808236e-07,1.4026220803270232e-17,1.3454347314570602e-09,1.1307964660413667e-07,2.7925085006630307e-08,2.8080421506501303e-12,4.949722914292157e-58,8.299150588672464e-43,3.5578808065347526e-15
1.0885449146104025e-10,0.054700809901540644,1.3962946350434356e-07,0.938,0.0,0.0,0.034623414261260504,0.00999957212163425,0.04999879862903394,2.4842579449322226e-50,3.3716576921985515e-45,0.001999857896570745,2.5015544446538108e-58,4.4103329877728987e-57,1.1449599726804312e-06,3.351246617563949e-30,9.108222956343665e-07,1.4363696401133495e-17,1.3454292284308846e-09,1.1395336889947098e-07,2.8147207435109328e-08,2.8529034870179174e-12,5.301525449687448e-58,8.634467246712422e-43,3.644308125049657e-15
1.0971375719887454e-10,0.054700809901540644,1.4074200895297422e-07,0.938,0.0,0.0,0.03462340243030554,0.009999568744350568,0.049998795760678304,2.624823771910202e-50,3.506874015334052e-45,0.001999856801084237,2.6994917987027557e-58,4.62332603401643e-57,1.1473831641444089e-06,3.458311863534747e-30,9.180220326702694e-07,1.470654227617895e-17,1.3454237284509649e-09,1.1482668885093566e-07,2.8369328773823376e-08,2.8981203235889615e-12,5.675185005741685e-58,8.980533057488977e-43,3.732123738886003e-15
1.1057302293670884e-10,0.054700809901540644,1.4185455025496653e-07,0.938,0.0,0.0,0.03462339064186604,0.009999565367070333,0.04999879293442421,2.772152593233087e-50,3.646394328900304e-45,0.0019998557060006243,2.9113210070210452e-58,4.8448213733258573e-57,1.149764255953236e-06,3.567922034658154e-30,9.252217609342193e-07,1.5054800822798396e-17,1.3454182314664538e-09,1.1569960664480372e-07,2.8591449020372385e-08,2.9436926598911207e-12,6.071866202822003e-58,9.337604290183617e-43,3.821338704111888e-15
1.1143228867454313e-10,0.054700809901540644,1.4296708741085549e-07,0.938,0.0,0.0,0.0346233788952105,0.009999561989793536,0.04999879014954031,2.9265134188818684e-50,3.790320587164013e-45,0.0019998546113197215,3.1378943483268968e-58,5.075088311041294e-57,1.152103979422664e-06,3.680117136636439e-30,9.324214804441778e-07,1.5408514435426545e-17,1.345412737427388e-09,1.1657212246724271e-07,2.8813568172346817e-08,2.9896204954487285e-12,6.492785513921822e-58,9.705941250434913e-43,3.911964076665588e-15
1.1229155441237743e-10,0.054700809901540644,1.4407962042111633e-07,0.938,0.0,0.0,0.034623367189620086,0.009999558612520165,0.04999878740530803,3.0881837519681877e-50,3.938756342492602e-45,0.0019998535170413453,3.380108945713382e-58,5.314402496938348e-57,1.1544030531647169e-06,3.794937486965511e-30,9.396211912177967e-07,1.5767725508540614e-17,1.3454072462846736e-09,1.1744423650431521e-07,2.9035686227327866e-08,3.0359038297825606e-12,6.93921312219849e-58,1.008580831173345e-42,4.004010912355503e-15
1.1315082015021172e-10,0.054700809901540644,1.451921492861654e-07,0.938,0.0,0.0,0.03462335552438848,0.009999555235250214,0.04999878470102124,3.2574497882783595e-50,4.091806757800175e-45,0.0019998524231653134,3.638908738221042e-58,5.563046023980425e-57,1.156662183308367e-06,3.9124237149301516e-30,9.468208932724251e-07,1.6132476436659763e-17,1.3454017579900674e-09,1.1831594894197905e-07,2.9257803182887605e-08,3.0825426624098125e-12,7.412474828935528e-58,1.0477473946813351e-42,4.097490266860103e-15
1.1401008588804602e-10,0.054700809901540644,1.4630467400636124e-07,0.938,0.0,0.0,0.03462334389882161,0.009999551857983674,0.049998782035986025,3.4346066189188213e-50,4.249578618993881e-45,0.0019998513296914412,3.9152865221458245e-58,5.821307527830003e-57,1.1588820637163826e-06,4.03261676159926e-30,9.540205866251144e-07,1.65028096143447e-17,1.3453962724961662e-09,1.1918725996608778e-07,2.9479919036589134e-08,3.1295369928440705e-12,7.913954012858414e-58,1.088121075904031e-42,4.192413195727862e-15
1.1486935162588031e-10,0.054700809901540644,1.4741719458200573e-07,0.938,0.0,0.0,0.03462333231223747,0.009999548480720542,0.04999877940952063,3.6199584360869438e-50,4.412180347420701e-45,0.0019998502366195448,4.2102860639510205e-58,6.08948228711876e-57,1.1610633761984015e-06,4.155557879821082e-30,9.61220271292622e-07,1.687876743619717e-17,1.34539078975639e-09,1.2005816976239112e-07,2.9702033785986774e-08,3.176886820595281e-12,8.445093641741549e-58,1.1297295513796232e-42,4.288790754377213e-15
1.157286173637146e-10,0.054700809901540644,1.4852971101334485e-07,0.938,0.0,0.0,0.0346233207639659,0.009999545103460806,0.04999877682095506,3.813818741991128e-50,4.579722012314638e-45,0.001999849143949442,4.525004286685755e-58,6.367872324476552e-57,1.163206790720308e-06,4.2812886342184234e-30,9.684199472914187e-07,1.726039229685948e-17,1.345385309724968e-09,1.2092867851653512e-07,2.992414742862617e-08,3.2245921451697323e-12,9.007398337252994e-58,1.1726009169860383e-42,4.386633998096472e-15
1.165878831015489e-10,0.054700809901540644,1.4964222330056967e-07,0.938,0.0,0.0,0.03462330925334836,0.00999954172620446,0.049998774269630994,4.0165105609440963e-50,4.752315343244332e-45,0.0019998480516809506,4.8605935318469584e-58,6.656786508319073e-57,1.16531296560997e-06,4.4098509011838754e-30,9.756196146376917e-07,1.764772659101401e-17,1.3453798323569252e-09,1.217987864140628e-07,3.0146259962044474e-08,3.272652966070023e-12,9.602436493992318e-58,1.2167636910787102e-42,4.4859539820437835e-15
1.174471488393832e-10,0.054700809901540644,1.5075473144381756e-07,0.938,0.0,0.0,0.03462329777973777,0.009999538348951497,0.04999877175490153,4.228366654653307e-50,4.930073742561064e-45,0.001999846959813885,5.218263898656251e-58,6.956540655394147e-57,1.1673825477594073e-06,4.541286868875027e-30,9.8281927334735e-07,1.8040812713382728e-17,1.3453743576080675e-09,1.2266849364041425e-07,3.036837138377048e-08,3.3210692827950416e-12,1.0231842453685642e-57,1.2622468176280072e-42,4.5867617612470606e-15
1.183064145772175e-10,0.054700809901540644,1.518672354431728e-07,0.938,0.0,0.0,0.034623286342498276,0.009999534971701909,0.049998769276131026,4.449729740732404e-50,5.113112297847202e-45,0.001999845868348065,5.5992856627581414e-58,7.267457634086582e-57,1.1694161728234386e-06,4.67563903720967e-30,9.90018923436031e-07,1.84396930587267e-17,1.3453688854349698e-09,1.2353780038092707e-07,3.0590481691324776e-08,3.3698410948399406e-12,1.0897318735510953e-57,1.3090796693563115e-42,4.6890683906039115e-15
1.191656803150518e-10,0.054700809901540644,1.5297973529866776e-07,0.938,0.0,0.0,0.03462327494100505,0.00999953159445569,0.04999876683269485,4.680952714457623e-50,5.3015477943650276e-45,0.001999844777283307,6.0049917763811686e-58,7.589867468481468e-57,1.1714144654148898e-06,4.812950217860997e-30,9.972185649191023e-07,1.884441002184559e-17,1.34536341579496e-09,1.2440670682083687e-07,3.0812590882219915e-08,3.4189684016961086e-12,1.1600638323535387e-57,1.3572920508747552e-42,4.792884924881579e-15
1.200249460528861e-10,0.054700809901540644,1.5409223101028366e-07,0.938,0.0,0.0,0.03462326357464414,0.00999952821721283,0.049998764423979276,4.922398873793091e-50,5.4954987275059967e-45,0.0019998436866194274,6.436780452039111e-58,7.924107443185847e-57,1.1733780392963998e-06,4.953263534252795e-30,1.0044181978116684e-06,1.9255005997577163e-17,1.3453579486461094e-09,1.2527521314527723e-07,3.1034698953960463e-08,3.4684512028511564e-12,1.2343647012255093e-57,1.4069142018196086e-42,4.898222418716868e-15
1.2088421179072039e-10,0.054700809901540644,1.552047225779513e-07,0.938,0.0,0.0,0.034623252242812264,0.009999524839973326,0.049998762049381154,5.1744421477089005e-50,5.695085315240395e-45,0.0019998425963562443,6.896117831885324e-58,8.270522208908683e-57,1.175307497568903e-06,5.096622421554642e-30,1.0116178221285756e-06,1.9671523380796765e-17,1.3453524839472161e-09,1.261433195392805e-07,3.125680590404327e-08,3.518289497788886e-12,1.3128265811237094e-57,1.4579767999883246e-42,5.005091926616079e-15
1.2174347752855468e-10,0.054700809901540644,1.563172100015524e-07,0.938,0.0,0.0,0.0346232409449166,0.00999952146273717,0.049998759708307895,5.437467327815922e-50,5.900429510567409e-45,0.001999841506493576,7.384540744869376e-58,8.629463888799029e-57,1.1772034328568343e-06,5.243070626677074e-30,1.0188174378844143e-06,2.0094004566416843e-17,1.3453470216577953e-09,1.270110261877778e-07,3.1478911729957504e-08,3.5684832859892734e-12,1.3956493409871285e-57,1.510510964475235e-42,5.113504502954941e-15
1.2260274326638898e-10,0.054700809901540644,1.5742969328092004e-07,0.938,0.0,0.0,0.03462322968037459,0.009999518085504356,0.04999875740017713,5.711870303341246e-50,6.111655013965618e-45,0.0019998404170312395,7.903659553881723e-58,9.001292185542302e-57,1.1790664274901131e-06,5.392652208266778e-30,1.0260170450935242e-06,2.0522491949386428e-17,1.3453415617380652e-09,1.2787833327559945e-07,3.1701016429184824e-08,3.6190325669284447e-12,1.4830408703249608e-57,1.5645482588069013e-42,5.22347120197853e-15
1.2346200900422327e-10,0.054700809901540644,1.5854217241583966e-07,0.938,0.0,0.0,0.03462321844861386,0.009999514708274876,0.04999875512441668,5.998058299468172e-50,6.32888728584387e-45,0.0019998393279690523,8.455161095108887e-58,9.386374489214597e-57,1.1808970536829762e-06,5.5454115367017514e-30,1.0332166437700015e-06,2.095702792469061e-17,1.3453361041489351e-09,1.2874524098747522e-07,3.192311999919948e-08,3.6699373400786565e-12,1.5752173380198172e-57,1.6201206940771197e-42,5.335003077801206e-15
1.2432127474205756e-10,0.054700809901540644,1.596546474060498e-07,0.938,0.0,0.0,0.03462320724907191,0.009999511331048726,0.049998752880464244,6.296450119064701e-50,6.552253558992593e-45,0.0019998382393068325,9.040811711858833e-58,9.785085985894957e-57,1.1826958737096928e-06,5.701393294086472e-30,1.0404162339276992e-06,2.1397654887350013e-17,1.3453306488519944e-09,1.2961174950803496e-07,3.2145222437468515e-08,3.721197604908271e-12,1.6724034574496904e-57,1.6772607320815767e-42,5.448111184406534e-15
1.2518054047989186e-10,0.054700809901540644,1.607671182512432e-07,0.938,0.0,0.0,0.03462319608119608,0.009999507953825896,0.04999875066776735,6.607476387824391e-50,6.781882851035494e-45,0.0019998371510443987,9.662460385153607e-58,1.019780976703547e-56,1.184463440077233e-06,5.860642474247051e-30,1.0476158155802328e-06,2.1844415232420327e-17,1.3453251958094996e-09,1.3047785902180838e-07,3.236732374145179e-08,3.772813360881742e-12,1.7748327580330142e-57,1.7360012884521636e-42,5.5628065756472115e-15
