Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NN_ads(36)
3.854748637740263e-05,0.048764219312884285,7.323213363811345e-08,1.1053661346315137e-05,5.086606435845445e-07,1.0062681798381475e-35,2.047531837755053e-07,0.938,2.2966642444338123e-17,0.01991223148840513,5.118269248235403e-05,3.7031304908263167e-09,2.087882784776554e-06,0.0,0.0,0.008879934120477464,2.0966601587597444e-09,0.0500872519545005,1.7554076351806656e-10,1.2953547158769614e-44,0.0019356021798098866,1.3224579246490674e-29,1.807419243238769e-13
3.8569954733523715e-05,0.048764219312884285,7.321182983275726e-08,1.105696419604707e-05,5.086624688168835e-07,1.0081743376750774e-35,2.048018668936715e-07,0.938,2.2997752498944552e-17,0.01991216690896969,5.122358778764803e-05,3.7030743373171663e-09,2.087839966821187e-06,0.0,0.0,0.008879954514427055,2.080168416581654e-09,0.050087316565150336,1.7591797160570005e-10,1.297843298418235e-44,0.0019355580440214275,1.3226868978813483e-29,1.8113080498300802e-13
3.85924230896448e-05,0.048764219312884285,7.319154028579659e-08,1.1060265983789209e-05,5.086642945085606e-07,1.0100835559523404e-35,2.0485053731613414e-07,0.938,2.3028887302896408e-17,0.019912102314900426,5.126449337375472e-05,3.7030182113793266e-09,2.087797139972025e-06,0.0,0.0,0.008879974913798484,2.0638063190050344e-09,0.05008738119017423,1.762957825511154e-10,1.300335250991462e-44,0.0019355138990075741,1.3229163643383347e-29,1.8152030851592045e-13
3.8614891445765885e-05,0.048764219312884285,7.317126498059815e-08,1.1063566710340384e-05,5.086661206593297e-07,1.0119958378975758e-35,2.0489919505003684e-07,0.938,2.3060046862255015e-17,0.019912037706203374,5.1305409237489624e-05,3.7029621129791694e-09,2.0877543042306488e-06,0.0,0.0,0.008879995318588123,2.047572847439297e-09,0.05008744582956817,1.7667419698736614e-10,1.3028305762769056e-44,0.0019354697447707253,1.3231463248084931e-29,1.8191043557975032e-13
3.863735980188697e-05,0.048764219312884285,7.315100390055535e-08,1.1066866376498364e-05,5.086679472689459e-07,1.013911186740042e-35,2.0494784010251602e-07,0.938,2.3091231183079638e-17,0.01991197308288453,5.134633537567041e-05,3.702906042083102e-09,2.087711459598636e-06,0.0,0.0,0.008880015728792358,2.0314669912924e-09,0.05008751048332819,1.7705321554782187e-10,1.3053292769554852e-44,0.00193542558131328,1.3233767800811162e-29,1.8230118683196756e-13
3.8659828158008056e-05,0.048764219312884285,7.313075702908849e-08,1.1070164983059875e-05,5.086697743371646e-07,1.015829605710619e-35,2.0499647248070127e-07,0.938,2.3122440271427524e-17,0.01991190844494989,5.1387271785116915e-05,3.7028499986576e-09,2.087668606077573e-06,0.0,0.0,0.008880036144407593,2.0154877479080674e-09,0.050087575151450306,1.7743283886616824e-10,1.3078313557087758e-44,0.0019353814086376351,1.323607730946318e-29,1.8269256293037564e-13
3.868229651412914e-05,0.048764219312884285,7.311052434964446e-08,1.1073462530820579e-05,5.086716018637424e-07,1.0177510980418048e-35,2.0504509219171472e-07,0.938,2.3153674133353858e-17,0.019911843792405414,5.142821846265113e-05,3.7027939826691714e-09,2.0876257436690442e-06,0.0,0.0,0.008880056565430242,1.9996341225035107e-09,0.05008763983393052,1.778130675764068e-10,1.3103368152190093e-44,0.0019353372267461868,1.3238391781950402e-29,1.8308456453311142e-13
3.8704764870250226e-05,0.048764219312884285,7.309030584569688e-08,1.1076759020575084e-05,5.08673429848437e-07,1.0196756669677182e-35,2.050936992426717e-07,0.938,2.318493277491182e-17,0.01991177912525707,5.1469175405097156e-05,3.7027379940843957e-09,2.087582872374637e-06,0.0,0.0,0.008880076991856743,1.9839051281076296e-09,0.05008770453076485,1.78193902312855e-10,1.3128456581690719e-44,0.00193529303564133,1.3240711226190492e-29,1.8347719229864546e-13
3.872723322637131e-05,0.048764219312884285,7.307010150074608e-08,1.108005445311696e-05,5.086752582910073e-07,1.021603315724097e-35,2.0514229364068064e-07,0.938,2.3216216202152518e-17,0.019911714443510788,5.151014260928127e-05,3.702682032869887e-09,2.0875399921959472e-06,0.0,0.0,0.008880097423683555,1.968299785499701e-09,0.050087769241949354,1.7857534371014616e-10,1.3153578872425057e-44,0.0019352488353254582,1.3243035650109372e-29,1.838704468857819e-13
3.8749701582492397e-05,0.048764219312884285,7.30499112983188e-08,1.1083348829238714e-05,5.086770871912125e-07,1.0235340475482982e-35,2.0519087539284273e-07,0.938,2.324752442112506e-17,0.019911649747172477,5.1551120072031875e-05,3.7026260989923257e-09,2.0874971031345665e-06,0.0,0.0,0.00888011786090714,1.9528171231485483e-09,0.05008783396748001,1.7895739240322957e-10,1.3178735051235078e-44,0.001935204625800964,1.324536506164122e-29,1.8426432895365836e-13
3.877216993861348e-05,0.048764219312884285,7.302973522196827e-08,1.1086642149731823e-05,5.086789165488135e-07,1.0254678656792984e-35,2.052394445062522e-07,0.938,2.32788574378765e-17,0.01991158503624805,5.159210779017951e-05,3.7025701924184244e-09,2.087454205192092e-06,0.0,0.0,0.008880138303523985,1.937456177152194e-09,0.050087898707352876,1.7934004902737019e-10,1.3203925144969303e-44,0.00193516040707024,1.324769946872849e-29,1.8465883916174593e-13
3.879463829473457e-05,0.048764219312884285,7.300957325527432e-08,1.1089934415386704e-05,5.086807463635719e-07,1.027404773357692e-35,2.0528800098799625e-07,0.938,2.3310215258451862e-17,0.019911520310743384,5.163310576055683e-05,3.702514313114973e-09,2.087411298370126e-06,0.0,0.0,0.008880158751530597,1.9222159911779736e-09,0.050087963461563974,1.7972331421814902e-10,1.3229149180482803e-44,0.001935116179135676,1.3250038879321905e-29,1.8505397816984906e-13
3.881710665085565e-05,0.048764219312884285,7.298942538184307e-08,1.1093225626992745e-05,5.0868257663525e-07,1.0293447738256943e-35,2.0533654484515523e-07,0.938,2.3341597888894155e-17,0.01991145557066434,5.167411397999867e-05,3.702458461048784e-09,2.0873683826702686e-06,0.0,0.0,0.008880179204923488,1.9070956164031305e-09,0.05008802823010935,1.8010718861146268e-10,1.325440718463719e-44,0.001935071941999661,1.325238330138046e-29,1.8544974663810607e-13
3.883957500697674e-05,0.048764219312884285,7.296929158530699e-08,1.1096515785338283e-05,5.086844073636112e-07,1.0312878703271388e-35,2.053850760848022e-07,0.938,2.3373005335244348e-17,0.019911390816016783,5.171513244534195e-05,3.7024026361867476e-09,2.0873254580941254e-06,0.0,0.0,0.008880199663699195,1.8920941114558715e-09,0.05008809301298501,1.8049167284352355e-10,1.3279699184300618e-44,0.0019350276956645836,1.3254732742871433e-29,1.8584614522698822e-13
3.886204336309782e-05,0.048764219312884285,7.29491718493248e-08,1.1099804891210619e-05,5.086862385484199e-07,1.0332340661074757e-35,2.0543359471400348e-07,0.938,2.3404437603541378e-17,0.01991132604680653,5.1756161153425725e-05,3.7023468384957796e-09,2.087282524643305e-06,0.0,0.0,0.008880220127854267,1.8772105423568844e-09,0.050088157810187016,1.8087676755085982e-10,1.330502520634778e-44,0.001934983440132831,1.3257087211770376e-29,1.8624317459730035e-13
3.888451171921891e-05,0.048764219312884285,7.292906615758146e-08,1.1103092945396024e-05,5.086880701894413e-07,1.0351833644137765e-35,2.0548210073981833e-07,0.938,2.3435894699822166e-17,0.019911261263039402,5.179720010109117e-05,3.702291067942872e-09,2.0872395823194165e-06,0.0,0.0,0.008880240597385266,1.8624439824613168e-09,0.050088222621711406,1.8126247337031532e-10,1.333038527765992e-44,0.0019349391754067886,1.3259446716061132e-29,1.8664083541018077e-13
3.890698007533999e-05,0.048764219312884285,7.290897449378819e-08,1.1106379948679728e-05,5.086899022864413e-07,1.0371357684947291e-35,2.0553059416929904e-07,0.938,2.3467376630121613e-17,0.019911196464721195,5.183824928518161e-05,3.702235324495041e-09,2.0871966311240732e-06,0.0,0.0,0.008880261072288778,1.847793512401211e-09,0.05008828744755419,1.8164879093904958e-10,1.3355779425124795e-44,0.0019348949014888418,1.3261811263735846e-29,1.8703912832710107e-13
3.892944843146108e-05,0.048764219312884285,7.288889684168226e-08,1.1109665901845925e-05,5.086917348391875e-07,1.0390912816006399e-35,2.0557907500949084e-07,0.938,2.349888340047257e-17,0.019911131651857688,5.1879308702542454e-05,3.7021796081193807e-09,2.0871536710588903e-06,0.0,0.0,0.008880281552561398,1.833258220028385e-09,0.05008835228771145,1.8203572089453776e-10,1.338120767563671e-44,0.0019348506183813742,1.326418086279493e-29,1.874380540098662e-13
3.8951916787582164e-05,0.048764219312884285,7.286883318502702e-08,1.1112950805677787e-05,5.086935678474476e-07,1.0410499069834343e-35,2.056275432674322e-07,0.938,2.3530415016905902e-17,0.01991106682445465,5.1920378350021226e-05,3.7021239187830073e-09,2.087110702125486e-06,0.0,0.0,0.008880302038199738,1.8188372003577676e-09,0.0500884171421792,1.8242326387457075e-10,1.34066700560965e-44,0.0019348063260867683,1.326655552124713e-29,1.8783761312061451e-13
3.897438514370325e-05,0.048764219312884285,7.284878350761177e-08,1.1116234660957447e-05,5.086954013109906e-07,1.0430116478966551e-35,2.056759989501546e-07,0.938,2.356197148545043e-17,0.019911001982517832,5.196145822446757e-05,3.7020682564531206e-09,2.087067724325481e-06,0.0,0.0,0.008880322529200426,1.8045295555111744e-09,0.050088482010953506,1.8281142051725489e-10,1.3432166593411533e-44,0.0019347620246074062,1.3268935247109467e-29,1.8823780632181758e-13
3.8996853499824334e-05,0.048764219312884285,7.282874779325187e-08,1.1119517468466023e-05,5.08697235229586e-07,1.0449765075954619e-35,2.057244420646823e-07,0.938,2.3593552812132955e-17,0.01991093712605296,5.200254832273328e-05,3.7020126210969323e-09,2.0870247376604955e-06,0.0,0.0,0.0088803430255601,1.7903343946615264e-09,0.05008854689403042,1.832001914610121e-10,1.3457697314495691e-44,0.0019347177139456676,1.3271320048407278e-29,1.8863863427628017e-13
3.901932185594542e-05,0.048764219312884285,7.280872602578854e-08,1.1122799228983594e-05,5.086990696030047e-07,1.0469444893366336e-35,2.0577287261803278e-07,0.938,2.3625159002978276e-17,0.01991087225506576,5.2043648641672176e-05,3.701957012681748e-09,2.086981742132157e-06,0.0,0.0,0.008880363527275422,1.776250833977506e-09,0.050088611791405974,1.8358957734457996e-10,1.34832622462694e-44,0.0019346733941039322,1.3273709933174213e-29,1.8904009764714044e-13
3.9041790212066505e-05,0.048764219312884285,7.278871818908892e-08,1.1126079943289225e-05,5.087009044310181e-07,1.048915596378566e-35,2.0582129061721684e-07,0.938,2.3656790064009154e-17,0.019910807369561922,5.2084759178140266e-05,3.701901431174875e-09,2.0869387377420933e-06,0.0,0.0,0.008880384034343063,1.762277996568647e-09,0.050088676703076235,1.8397957880701152e-10,1.350886141565959e-44,0.0019346290650845783,1.3276104909452232e-29,1.8944219709786974e-13
3.906425856818759e-05,0.048764219312884285,7.276872426704584e-08,1.1129359612160953e-05,5.087027397133988e-07,1.0508898319812712e-35,2.0586969606923802e-07,0.938,2.3688446001246348e-17,0.01991074246954714,5.21258799289956e-05,3.701845876543723e-09,2.0868957244919314e-06,0.0,0.0,0.008880404546759708,1.7484150124308546e-09,0.05008874162903725,1.8437019648767518e-10,1.353449484959972e-44,0.0019345847268899823,1.3278504985291624e-29,1.8984493329227278e-13
3.9086726924308675e-05,0.048764219312884285,7.27487442435779e-08,1.1132638236375796e-05,5.087045754499196e-07,1.0528671994063796e-35,2.0591808898109312e-07,0.938,2.3720126820708604e-17,0.019910677555027078,5.2167010891098337e-05,3.7017903487556958e-09,2.0868527023833045e-06,0.0,0.0,0.00888042506452206,1.7346610183923555e-09,0.050088806569285105,1.84761431026255e-10,1.3560162575029782e-44,0.0019345403795225213,1.3280910168750982e-29,1.9024830689448704e-13
3.910919528042976e-05,0.048764219312884285,7.272877810262948e-08,1.1135915816709758e-05,5.087064116403551e-07,1.0548477019171389e-35,2.059664693597719e-07,0.938,2.375183252841264e-17,0.019910612626007386,5.220815206131077e-05,3.701734847778307e-09,2.086809671417848e-06,0.0,0.0,0.008880445587626839,1.7210151580600682e-09,0.05008887152381583,1.8515328306275035e-10,1.3585864618896255e-44,0.0019344960229845689,1.3283320467897255e-29,1.906523185689836e-13
3.9131663636550846e-05,0.048764219312884285,7.270882582817056e-08,1.1139192353937824e-05,5.0870824828448e-07,1.0568313427784123e-35,2.0601483721225743e-07,0.938,2.3783563130373185e-17,0.019910547682493708,5.224930343649722e-05,3.701679373579058e-09,2.0867666315971975e-06,0.0,0.0,0.008880466116070771,1.7074765817663977e-09,0.05008893649262548,1.8554575323747608e-10,1.3611601008152142e-44,0.0019344516572784996,1.3285735890805692e-29,1.9105696898056666e-13
3.915413199267193e-05,0.048764219312884285,7.268888740419668e-08,1.1142467848833966e-05,5.087100853820701e-07,1.0588181252566816e-35,2.0606319254552566e-07,0.938,2.381531863260293e-17,0.019910482724491668,5.2290465013524176e-05,3.701623926125567e-09,2.086723582922993e-06,0.0,0.0,0.008880486649850604,1.6940444465164443e-09,0.050089001475710146,1.859388421910623e-10,1.3637371769756978e-44,0.0019344072824066861,1.3288156445559891e-29,1.9146225879437327e-13
3.9176600348793016e-05,0.048764219312884285,7.266896281472896e-08,1.1145742302171142e-05,5.087119229329024e-07,1.0608080526200448e-35,2.061115353665458e-07,0.938,2.3847099041112585e-17,0.019910417752006856,5.233163678926017e-05,3.701568505385425e-09,2.0866805253968746e-06,0.0,0.0,0.008880507188963096,1.680717915935628e-09,0.050089066473065894,1.863325505644547e-10,1.3663176930676776e-44,0.0019343628983714998,1.329058214025179e-29,1.9186818867587383e-13
3.91990687049141e-05,0.048764219312884285,7.264905204381394e-08,1.1149015714721299e-05,5.08713760936754e-07,1.062801128138214e-35,2.0615986568228017e-07,0.938,2.3878904361910825e-17,0.019910352765044877,5.23728187605758e-05,3.7015131113263564e-09,2.086637459020486e-06,0.0,0.0,0.008880527733405022,1.6674961602177273e-09,0.05008913148468877,1.8672687899891396e-10,1.3689016517884085e-44,0.0019343185051753113,1.329301298298166e-29,1.9227475929087168e-13
3.922153706103519e-05,0.048764219312884285,7.26291550755237e-08,1.1152288087255377e-05,5.087155993934032e-07,1.0647973550825216e-35,2.062081834996841e-07,0.938,2.3910734601004342e-17,0.01991028776361131,5.241401092434383e-05,3.7014577439160505e-09,2.0865943837954733e-06,0.0,0.0,0.008880548283173167,1.6543783560733182e-09,0.050089196510574856,1.8712182813601638e-10,1.3714890558357943e-44,0.00193427410282049,1.329544898185814e-29,1.9268197130550328e-13
3.924400541715627e-05,0.048764219312884285,7.260927189395561e-08,1.1155559420543307e-05,5.087174383026296e-07,1.0667967367259132e-35,2.0625648882570615e-07,0.938,2.39425897643978e-17,0.019910222747711707,5.245521327743899e-05,3.7014024031223367e-09,2.0865512997234827e-06,0.0,0.0,0.00888056883826434,1.6413636866786237e-09,0.050089261550720236,1.8751739861765333e-10,1.374079907908389e-44,0.0019342296913094034,1.3297890144998198e-29,1.9308982538623815e-13
3.926647377327736e-05,0.048764219312884285,7.258940248323241e-08,1.1158829715354015e-05,5.087192776642127e-07,1.0687992763429523e-35,2.063047816672881e-07,0.938,2.3974469858093883e-17,0.01991015771735162,5.249642581673819e-05,3.701347088912989e-09,2.086508206806165e-06,0.0,0.0,0.00888058939867535,1.6284513416247642e-09,0.050089326605120964,1.879135910860315e-10,1.3766742107053982e-44,0.0019341852706444196,1.330033648052717e-29,1.9349832219987882e-13
3.928894212939844e-05,0.048764219312884285,7.256954682750209e-08,1.1162098972455424e-05,5.087211174779331e-07,1.0708049772098169e-35,2.063530620313647e-07,0.938,2.400637488809325e-17,0.019910092672536576,5.2537648539120365e-05,3.7012918012559483e-09,2.086465105045172e-06,0.0,0.0,0.008880609964403026,1.6156405168673999e-09,0.05008939167377314,1.8831040618367283e-10,1.3792719669266748e-44,0.0019341408408279045,1.3302787996578736e-29,1.9390746241356084e-13
3.931141048551953e-05,0.048764219312884285,7.254970491093797e-08,1.1165367192614452e-05,5.087229577435729e-07,1.072813842604302e-35,2.0640132992486408e-07,0.938,2.4038304860394572e-17,0.01991002761327209,5.2578881441466505e-05,3.701236540119078e-09,2.086421994442158e-06,0.0,0.0,0.008880630535444217,1.6029304146767794e-09,0.05008945675667282,1.8870784455341432e-10,1.3818731792727246e-44,0.0019340964018622223,1.3305244701294959e-29,1.9431724669475273e-13
3.933387884164061e-05,0.048764219312884285,7.252987671773836e-08,1.1168634376597025e-05,5.087247984609144e-07,1.074825875805817e-35,2.0644958535470733e-07,0.938,2.407025978099451e-17,0.01990996253956367,5.262012452065974e-05,3.701181305470428e-09,2.0863788749987788e-06,0.0,0.0,0.008880651111795776,1.5903202435881686e-09,0.05008952185381609,1.891059068384083e-10,1.3844778504447e-44,0.0019340519537497374,1.3307706602826255e-29,1.9472767571125591e-13
3.93563471977617e-05,0.048764219312884285,7.251006223212684e-08,1.1171900525168065e-05,5.087266396297403e-07,1.0768410800953876e-35,2.0649782832780872e-07,0.938,2.410223965588774e-17,0.019909897451416806,5.266137777358519e-05,3.7011260972779476e-09,2.086335746716691e-06,0.0,0.0,0.00888067169345457,1.5778092183526764e-09,0.05008958696519906,1.8950459368212203e-10,1.387085983144405e-44,0.001934007496492813,1.3310173709331414e-29,1.9513875013120476e-13
3.9378815553882783e-05,0.048764219312884285,7.249026143835205e-08,1.1175165639091494e-05,5.087284812498349e-07,1.0788594587556557e-35,2.0654605885107594e-07,0.938,2.413424449106692e-17,0.019909832348836958,5.270264119713009e-05,3.7010709155097976e-09,2.0862926095975576e-06,0.0,0.0,0.008880692280417487,1.5653965598884617e-09,0.05008965209081778,1.8990390572833812e-10,1.3896975800742896e-44,0.00193396303009381,1.33126460289776e-29,1.9555047062306657e-13
3.940128391000387e-05,0.048764219312884285,7.247047432068761e-08,1.117842971913025e-05,5.087303233209827e-07,1.0808810150708765e-35,2.065942769314096e-07,0.938,2.4166274292522727e-17,0.019909767231829596,5.274391478818373e-05,3.7010157601340105e-09,2.0862494636430373e-06,0.0,0.0,0.008880712872681423,1.5530814952323272e-09,0.05008971723066836,1.9030384362115412e-10,1.392312643937456e-44,0.001933918554555089,1.3315123569940358e-29,1.9596283785564144e-13
3.9423752266124954e-05,0.048764219312884285,7.245070086343206e-08,1.1181692766046274e-05,5.087321658429695e-07,1.0829057523269207e-35,2.0664248257570363e-07,0.938,2.4198329066243835e-17,0.01990970210040016,5.278519854363742e-05,3.7009606311188624e-09,2.0862063088547965e-06,0.0,0.0,0.008880733470243287,1.540863257491689e-09,0.05008978238474687,1.9070440800498256e-10,1.3949311774376526e-44,0.0019338740698790098,1.3317606340403628e-29,1.9637585249806255e-13
3.944622062224604e-05,0.048764219312884285,7.243094105090906e-08,1.1184954780600507e-05,5.087340088155812e-07,1.0849336738112763e-35,2.0669067579084514e-07,0.938,2.4230408818216924e-17,0.019909636954554076,5.2826492460384604e-05,3.70090552843246e-09,2.0861631452345007e-06,0.0,0.0,0.008880754073100001,1.5287410857969246e-09,0.05008984755304943,1.911055995245511e-10,1.3975531832792778e-44,0.001933829576067931,1.3320094348559706e-29,1.9678951521979586e-13
3.9468688978367124e-05,0.048764219312884285,7.241119486746686e-08,1.1188215763552916e-05,5.087358522386049e-07,1.0869647828130428e-35,2.0673885658371453e-07,0.938,2.426251355442669e-17,0.019909571794296765,5.2867796535320714e-05,3.700850452043205e-09,2.086119972783817e-06,0.0,0.0,0.008880774681248501,1.5167142252540966e-09,0.05008991273557211,1.9150741882490247e-10,1.4001786641673758e-44,0.0019337850731242093,1.3322587602609302e-29,1.972038266906399e-13
3.949115733448821e-05,0.048764219312884285,7.239146229747883e-08,1.1191475715662467e-05,5.087376961118288e-07,1.0889990826229363e-35,2.067870249611853e-07,0.938,2.4294643280855824e-17,0.019909506619633626,5.2909110765343245e-05,3.700795401919272e-09,2.0860767915044166e-06,0.0,0.0,0.00888079529468574,1.5047819268980454e-09,0.05008997793231103,1.9190986655139418e-10,1.4028076228076418e-44,0.0019337405610502013,1.3325086110761523e-29,1.9761878758072642e-13
3.9513625690609295e-05,0.048764219312884285,7.237174332534282e-08,1.1194734637687151e-05,5.087395404350413e-07,1.0910365765332877e-35,2.0683518093012418e-07,0.938,2.432679800348504e-17,0.019909441430570055,5.295043514735178e-05,3.7007403780291924e-09,2.0860336013979706e-06,0.0,0.0,0.008880815913408675,1.4929434476458476e-09,0.05009004314326226,1.9231294334969886e-10,1.405440061906416e-44,0.001933696039848262,1.332758988123386e-29,1.9803439856051964e-13
3.953609404673038e-05,0.048764219312884285,7.23520379354816e-08,1.1197992530383968e-05,5.087413852080313e-07,1.0930772678380404e-35,2.0688332449739124e-07,0.938,2.4358977728293045e-17,0.019909376227111416,5.299176967824791e-05,3.7006853803412e-09,2.085990402466151e-06,0.0,0.0,0.008880836537414281,1.481198050250646e-09,0.050090108368421926,1.9271664986580396e-10,1.4080759841706883e-44,0.001933651509520745,1.3330098922252223e-29,1.984506603008165e-13
3.9558562402851465e-05,0.048764219312884285,7.23323461123425e-08,1.1201249394508942e-05,5.087432304305889e-07,1.095121159832753e-35,2.069314556698398e-07,0.938,2.439118246125658e-17,0.01990931100926308,5.303311435493529e-05,3.7006304088239632e-09,2.0859471947106366e-06,0.0,0.0,0.008880857166699549,1.4695450032558356e-09,0.0500901736077861,1.931209867460118e-10,1.4107153923080938e-44,0.0019336069700700037,1.3332613242050912e-29,1.9886757347274704e-13
3.958103075897255e-05,0.048764219312884285,7.23126678403976e-08,1.120450523081711e-05,5.087450761025052e-07,1.0971682558145995e-35,2.0697957445431616e-07,0.938,2.4423412208350376e-17,0.019909245777030384,5.3074469174319594e-05,3.700575463445765e-09,2.0859039781331007e-06,0.0,0.0,0.008880877801261473,1.4579835809496112e-09,0.05009023886135091,1.9352595463693968e-10,1.4133582890269166e-44,0.0019335624214983898,1.3335132848872653e-29,1.9928513874777365e-13
3.9603499115093636e-05,0.048764219312884285,7.229300310414328e-08,1.1207760040062533e-05,5.087469222235717e-07,1.0992185590823657e-35,2.0702768085766024e-07,0.938,2.4455666975547202e-17,0.019909180530418666,5.3115834133308576e-05,3.7005205441754294e-09,2.0858607527352243e-06,0.0,0.0,0.008880898441097065,1.4465130633198739e-09,0.05009030412911247,1.9393155418551955e-10,1.416004677036086e-44,0.001933517863808254,1.3337657750968577e-29,1.997033567976916e-13
3.962596747121472e-05,0.048764219312884285,7.227335188810088e-08,1.12110138229983e-05,5.087487687935802e-07,1.1012720729364524e-35,2.070757748867049e-07,0.938,2.4487946768817823e-17,0.019909115269433245,5.315720922881198e-05,3.7004656509812686e-09,2.0858175185186893e-06,0.0,0.0,0.008880919086203354,1.4351327360094876e-09,0.05009036941106686,1.9433778603899839e-10,1.4186545590451791e-44,0.0019334732970019458,1.334018795659824e-29,2.001222282946287e-13
3.9648435827335806e-05,0.048764219312884285,7.225371417681567e-08,1.1214266580376517e-05,5.087506158123238e-07,1.1033288006788742e-35,2.0712385654827665e-07,0.938,2.452025159413103e-17,0.019909049994079435,5.319859445774164e-05,3.700410783832276e-09,2.0857742754851758e-06,0.0,0.0,0.008880939736577373,1.423841890271889e-09,0.05009043470721022,1.9474465084493775e-10,1.4213079377644192e-44,0.001933428721081814,1.3342723474029617e-29,2.0054175391104564e-13
3.967090418345689e-05,0.048764219312884285,7.223408995485794e-08,1.1217518312948318e-05,5.087524632795966e-07,1.1053887456132579e-35,2.0717192584919486e-07,0.938,2.4552581457453636e-17,0.01990898470436252,5.323998981701135e-05,3.7003559426967738e-09,2.0857310236363705e-06,0.0,0.0,0.008880960392216171,1.4126398229270444e-09,0.05009050001753864,1.9515214925121412e-10,1.423964815904675e-44,0.0019333841360502063,1.334526431153911e-29,2.0096193431973552e-13
3.969337253957798e-05,0.048764219312884285,7.221447920682156e-08,1.1220769021463874e-05,5.087543111951927e-07,1.1074519110448461e-35,2.0721998279627255e-07,0.938,2.4584936364750464e-17,0.019908919400287786,5.3281395303537015e-05,3.700301127543951e-09,2.085687762973957e-06,0.0,0.0,0.00888098105311681,1.401525836317754e-09,0.05009056534204825,1.9556028190601852e-10,1.4266251961774626e-44,0.0019333395419094683,1.334781047741156e-29,2.0138277019382412e-13
3.971584089569906e-05,0.048764219312884285,7.21948819173258e-08,1.1224018706672377e-05,5.08756159558907e-07,1.1095183002804916e-35,2.0726802739631572e-07,0.938,2.461731632198436e-17,0.019908854081860498,5.33228109142365e-05,3.700246338342109e-09,2.085644493499625e-06,0.0,0.0,0.00888100171927636,1.390499238266297e-09,0.05009063068073515,1.9596904945785686e-10,1.4292890812949426e-44,0.001933294938661946,1.3350361979940233e-29,2.0180426220676982e-13
3.973830925182015e-05,0.048764219312884285,7.217529807101284e-08,1.1227267369322055e-05,5.087580083705353e-07,1.1115879166286627e-35,2.0731605965612395e-07,0.938,2.4649721335116207e-17,0.019908788749085908,5.336423664602972e-05,3.70019157506067e-09,2.085601215215062e-06,0.0,0.0,0.008881022390691903,1.3795593420314194e-09,0.05009069603359549,1.9637845255554963e-10,1.4319564739699216e-44,0.0019332503263099834,1.3352918827426834e-29,2.0222641103236358e-13
3.976077760794123e-05,0.048764219312884285,7.215572765255073e-08,1.1230515010160163e-05,5.087598576298746e-07,1.1136607633994392e-35,2.0736407958248992e-07,0.938,2.468215141010488e-17,0.019908723401969263,5.3405672495838626e-05,3.7001368376678705e-09,2.0855579281219607e-06,0.0,0.0,0.008881043067360544,1.3687054662656549e-09,0.050090761400625364,1.9678849184823186e-10,1.4346273769158524e-44,0.0019332057048559238,1.3355481028181512e-29,2.0264921734472882e-13
3.978324596406232e-05,0.048764219312884285,7.213617064662981e-08,1.1233761629933005e-05,5.087617073367214e-07,1.115736843904514e-35,2.0741208718219975e-07,0.938,2.4714606552907302e-17,0.01990865804051579,5.344711846058716e-05,3.700082126133416e-09,2.0855146322220144e-06,0.0,0.0,0.008881063749279385,1.3579369349729858e-09,0.0500908267818209,1.9719916798535338e-10,1.437301792846832e-44,0.001933161074302109,1.335804859052288e-29,2.030726818183216e-13
3.98057143201834e-05,0.048764219312884285,7.211662703796662e-08,1.1237007229385906e-05,5.087635574908739e-07,1.117816161457194e-35,2.0746008246203272e-07,0.938,2.474708676947843e-17,0.019908592664730707,5.348857453720131e-05,3.700027440425412e-09,2.085471327516914e-06,0.0,0.0,0.008881084436445544,1.3472530774668323e-09,0.050090892177178235,1.9761048161667852e-10,1.4399797244776016e-44,0.0019331164346508803,1.336062152277797e-29,2.0349680512793035e-13
3.982818267630449e-05,0.048764219312884285,7.20970968112993e-08,1.124025180926324e-05,5.087654080921307e-07,1.1198987193723965e-35,2.0750806542876178e-07,0.938,2.4779592065771224e-17,0.01990852727461921,5.353004072260905e-05,3.699972780513925e-09,2.085428014008358e-06,0.0,0.0,0.008881105128856153,1.3366532283283735e-09,0.050090957586693484,1.9802243339228615e-10,1.4426611745235492e-44,0.0019330717859045775,1.3363199833282293e-29,2.03921587948676e-13
3.9850651032425574e-05,0.048764219312884285,7.207757995139319e-08,1.1243495370308418e-05,5.087672591402905e-07,1.1219845209666529e-35,2.0755603608915266e-07,0.938,2.4812122447736677e-17,0.019908461870186505,5.357151701374039e-05,3.6999181463668457e-09,2.0853846916980433e-06,0.0,0.0,0.008881125826508358,1.3261367273651936e-09,0.05009102301036278,1.9843502396256978e-10,1.4453461457007052e-44,0.001933027128065539,1.3365783530379814e-29,2.043470309560121e-13
