Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NN_ads(36)
2.6031780991224e-07,0.048764219312884285,1.6411442352462548e-07,6.817562104402409e-07,1.1183699835833258e-06,5.557264561279635e-44,4.850481139600232e-07,0.938,9.017529846950506e-23,0.009322512249544923,8.300837254450827e-08,1.7376516321388247e-09,4.733885966167919e-06,0.0,0.0,0.019527500024501477,0.00533842053985261,0.049999526563114634,2.944661915904008e-18,2.747800621524556e-52,0.001994337235027314,3.044141927925101e-41,5.9447262553338256e-21
2.616740589074665e-07,0.048764219312884285,1.6435236995347895e-07,6.840586319161431e-07,1.116958253763771e-06,5.68744146757453e-44,4.831053000595434e-07,0.938,9.160777203265993e-23,0.009347060096948157,8.36236696606219e-08,1.7424362015244954e-09,4.727932066147128e-06,0.0,0.0,0.019502958325092395,0.005326144457081192,0.049999532288199484,3.004891930375947e-18,2.807208821604308e-52,0.0019943400332623137,3.1329560641415663e-41,6.06250427310461e-21
2.63030307902693e-07,0.048764219312884285,1.6459026219985286e-07,6.863604990832001e-07,1.115553324116714e-06,5.819911936133529e-44,4.811758672530863e-07,0.938,9.305462072080979e-23,0.009371490137379555,8.424018267924241e-08,1.7471999554570907e-09,4.722006726087861e-06,0.0,0.0,0.01947853438332732,0.00531392728052494,0.04999953800104647,3.0660158336990805e-18,2.867558017036971e-52,0.001994342802329941,3.2238446565904776e-41,6.1819193385523846e-21
2.643865568979195e-07,0.048764219312884285,1.6482805153981878e-07,6.886618205183351e-07,1.1141551412267055e-06,5.954703153238748e-44,4.792598284341491e-07,0.938,9.451590281407088e-23,0.009395803292454085,8.485790910097692e-08,1.7519430328956536e-09,4.716109722521755e-06,0.0,0.0,0.019454227277897793,0.0053017685493893345,0.04999954370168298,3.1280419939636962e-18,2.928857622817997e-52,0.0019943455424963107,3.316844149389851e-41,6.302984690653037e-21
2.65742805893146e-07,0.048764219312884285,1.6506569036986884e-07,6.909626038600442e-07,1.1127636522630893e-06,6.091842472615753e-44,4.773571917517481e-07,0.938,9.599167645667735e-23,0.009420000473742482,8.54768464509721e-08,1.7566655712275598e-09,4.710240834418773e-06,0.0,0.0,0.01943003609754108,0.005289667807900938,0.049999549390137794,3.190978814641236e-18,2.991117091991718e-52,0.0019943482540248905,3.41199141739302e-41,6.425713604245462e-21
2.670990548883725e-07,0.048764219312884285,1.653031321966841e-07,6.932628558339202e-07,1.111378804971794e-06,6.231357415507878e-44,4.7546796076614826e-07,0.938,9.748199965798931e-23,0.009444082582911536,8.609699227794726e-08,1.761367706300609e-09,4.704399843153086e-06,0.0,0.0,0.019405959940899803,0.005277624605237317,0.049999555066441145,3.2548347345899595e-18,3.054345915562858e-52,0.001994350937176529,3.509323768833608e-41,6.550119390039382e-21
2.68455303883599e-07,0.048764219312884285,1.6554033162681295e-07,6.9556258227779e-07,1.110000547667273e-06,6.373275670746589e-44,4.7359213460166927e-07,0.938,9.898693029348073e-23,0.009468050511861916,8.671834415325423e-08,1.7660495724546583e-09,4.698586532469514e-06,0.0,0.0,0.019381997916383963,0.005265638495458134,0.04999956073062456,3.3196182280599505e-18,3.118553622408703e-52,0.0019943535922094633,3.6088789479716346e-41,6.676215394621678e-21
2.698115528788255e-07,0.048764219312884285,1.6577724435625502e-07,6.97861788166469e-07,1.1086288292245734e-06,6.517625094819868e-44,4.7172970809656536e-07,0.938,1.0050652610570696e-22,0.009491905142863695,8.73408996699634e-08,1.7707113025526965e-09,4.692800688450538e-06,0.0,0.0,0.01935814914203529,0.005253709037437423,0.04999956638272093,3.385337804697462e-18,3.183749779191904e-52,0.001994356219379347,3.7106951377407177e-41,6.804015000461216e-21
2.71167801874052e-07,0.048764219312884285,1.6601382715994783e-07,7.001604776361343e-07,1.1072635990715452e-06,6.66443371193756e-44,4.698806719499904e-07,0.938,1.0204084470525254e-22,0.009515647348689593,8.796465644197543e-08,1.7753530280109503e-09,4.68704209948388e-06,0.0,0.0,0.019334412745393884,0.00524183579479699,0.04999957202276432,3.4520020095485654e-18,3.2499439902739114e-52,0.0019943588189392683,3.8148109623963235e-41,6.933531625912154e-21
2.725240508692785e-07,0.048764219312884285,1.6625003788115247e-07,7.024586540083215e-07,1.1059048071811806e-06,6.813729714092438e-44,4.6804501286605267e-07,0.938,1.0358994357165957e-22,0.009539277992745945,8.858961210315802e-08,1.7799748788281775e-09,4.681310556230622e-06,0.0,0.0,0.019310787863367155,0.005230018335840968,0.04999957765079005,3.5196194230621184e-18,3.317145897629015e-52,0.0019943613911397665,3.921265490165007e-41,7.064778725215706e-21
2.73880299864505e-07,0.048764219312884285,1.664858354207365e-07,7.047563198135447e-07,1.1045524040640813e-06,6.965541461118875e-44,4.662227136949705e-07,0.938,1.0515388005433661e-22,0.009562797929201488,8.921576430650736e-08,1.7845769836147262e-09,4.675605851593884e-06,0.0,0.0,0.019287273642100887,0.005218256233491439,0.049999583266834575,3.5881986610920196e-18,3.3853651807589976e-52,0.001994363936228855,4.030098235894609e-41,7.197769788500315e-21
2.752365488597315e-07,0.048764219312884285,1.6672117972635057e-07,7.070534768145441e-07,1.1032063407610555e-06,7.119897480748975e-44,4.644137535713395e-07,0.938,1.0673271137344906e-22,0.009586208003113985,8.984311072333335e-08,1.7891594696210863e-09,4.669927780687996e-06,0.0,0.0,0.019263869236852502,0.005206549065225146,0.04999958887093549,3.657748374898751e-18,3.454611556608363e-52,0.001994366454452037,4.1413491637053325e-41,7.332518341780286e-21
2.76592797854958e-07,0.048764219312884285,1.669560317815007e-07,7.093501260291631e-07,1.1018665688358359e-06,7.276826468664147e-44,4.626181080495249e-07,0.938,1.0832649462079028e-22,0.00960950905055475,9.04716490424687e-08,1.7937224627652289e-09,4.6642761408082005e-06,0.0,0.0,0.019240573811866484,0.005194896413011275,0.04999959446313139,3.7282772511501996e-18,3.5248947794801426e-52,0.0019943689460523283,4.255058689641684e-41,7.469037946952796e-21
2.779490468501845e-07,0.048764219312884285,1.6719035359451317e-07,7.11646267752857e-07,1.1005330403679213e-06,7.436357288543818e-44,4.608357492361946e-07,0.938,1.0993528676063513e-22,0.009632701898731062,9.110137696950087e-08,1.798266087659146e-09,4.658650731400875e-06,0.0,0.0,0.019217386540251773,0.005183297863250251,0.04999960004346197,3.799794011921728e-18,3.5962246409522775e-52,0.0019943714112702713,4.371267684325197e-41,7.607342201793322e-21
2.79305295845411e-07,0.048764219312884285,1.674241081873941e-07,7.139419015808357e-07,1.0992057079455368e-06,7.598518972111978e-44,4.590666459200102e-07,0.938,1.1155914463057464e-22,0.009655787366106595,9.17322922260263e-08,1.8027904676355846e-09,4.653051354034223e-06,0.0,0.0,0.01919430660386129,0.0051717530067135545,0.04999960561196788,3.872307414695528e-18,3.6686109697945324e-52,0.0019943738503439604,4.4900174756078986e-41,7.747444739949406e-21
2.806615448406375e-07,0.048764219312884285,1.6765725958458256e-07,7.162370264298419e-07,1.097884524658712e-06,7.763340719179218e-44,4.573107636984925e-07,0.938,1.131981249423338e-22,0.009678766262519822,9.236439254892726e-08,1.807295724774313e-09,4.6474778123694795e-06,0.0,0.0,0.01917133319317341,0.005160261438484555,0.04999961116869067,3.945826252359203e-18,3.742063631885964e-52,0.001994376263509056,4.611349851226475e-41,7.889359230932847e-21
2.82017793835864e-07,0.048764219312884285,1.6788977280159968e-07,7.18531640559568e-07,1.0965694440924722e-06,7.930851897681275e-44,4.5556806510208295e-07,0.938,1.1485228428257115e-22,0.009701639389300468,9.299767568966963e-08,1.8117819799266304e-09,4.641929912132567e-06,0.0,0.0,0.01914846550717542,0.005148822757900295,0.04999961671367287,4.020359353203598e-18,3.8165925301329235e-52,0.0019943786509988063,4.735307061457066e-41,8.033099380110213e-21
2.833740428310905e-07,0.048764219312884285,1.6812161383359601e-07,7.208257415937141e-07,1.0952604203201428e-06,8.101082043715682e-44,4.538385097154208e-07,0.938,1.1652167911366155e-22,0.009724407539384066,9.363213941362226e-08,1.8162493527391304e-09,4.636407461086241e-06,0.0,0.0,0.01912570275324887,0.005137436568494239,0.04999962224695779,4.095915580919862e-18,3.892207604387549e-52,0.0019943810130440614,4.861931821770662e-41,8.178678928691711e-21
2.84730291826317e-07,0.048764219312884285,1.683527496437971e-07,7.231193265406859e-07,1.0939574078967663e-06,8.274060861574214e-44,4.521220542958612e-07,0.938,1.182063657744623e-22,0.009747071497424617,9.426778149939671e-08,1.820697961678525e-09,4.6309102690026765e-06,0.0,0.0,0.019103044147056786,0.005126102477939962,0.04999962776858959,4.172503834595753e-18,3.968918831366794e-52,0.001994383349873302,4.991267315489018e-41,8.326111653718439e-21
2.860865408215435e-07,0.048764219312884285,1.685831481518519e-07,7.254123918139396e-07,1.0926603618526223e-06,8.449818223771162e-44,4.504186528892567e-07,0.938,1.1990640048106194e-22,0.009769632039905425,9.490459973820723e-08,1.8251279240559918e-09,4.62543814763652e-06,0.0,0.0,0.01908048891243281,0.005114820097995775,0.04999963327861324,4.250133048711147e-18,4.046736224571938e-52,0.001994385661712648,5.123357196441063e-41,8.475411368047933e-21
2.8744278981677e-07,0.048764219312884285,1.6881277822208553e-07,7.277049332519711e-07,1.0913692376868609e-06,8.628384171069842e-44,4.487282569430248e-07,0.938,1.2162183932751398e-22,0.009792089935248088,9.554259193325065e-08,1.829539356048559e-09,4.619990910698371e-06,0.0,0.0,0.01905803628127206,0.005103589044450215,0.04999963877707444,4.328812193132769e-18,4.125669834208578e-52,0.0019943879487858826,5.258245591619732e-41,8.626591920338091e-21
2.887990388119965e-07,0.048764219312884285,1.690416096516613e-07,7.299969461379557e-07,1.0900839913612314e-06,8.809788912505344e-44,4.470508154165304e-07,0.938,1.2335273828655316e-22,0.009814445943919772,9.618175589910534e-08,1.8339323727198783e-09,4.614568373828705e-06,0.0,0.0,0.019035685493423802,0.0050924089370684615,0.04999964426401956,4.408550273108159e-18,4.2057297471071e-52,0.001994390211314471,5.395977103839175e-41,8.779667195029432e-21
2.90155287807223e-07,0.048764219312884285,1.6926961315865436e-07,7.32288425219036e-07,1.0888045792939198e-06,8.994062825402591e-44,4.453862748888151e-07,0.938,1.2509915321029722e-22,0.009836700818538704,9.682208946114922e-08,1.8383070880439365e-09,4.609170354572197e-06,0.0,0.0,0.01901343579658585,0.005081279399539598,0.04999964973949571,4.48935632925881e-18,4.286926086643616e-52,0.001994392449517577,5.536596814392296e-41,8.93465111232566e-21
2.915115368024495e-07,0.048764219312884285,1.694967603700404e-07,7.345793647252647e-07,1.0875309583534845e-06,9.18123645539241e-44,4.4373457966369415e-07,0.938,1.268611398309326e-22,0.00985885530397796,9.746359045499628e-08,1.8426636149281689e-09,4.603796672352502e-06,0.0,0.0,0.018991286446200743,0.005070200059424729,0.0499996552035506,4.571239437572545e-18,4.369269012661346e-52,0.0019943946636120854,5.680150285708552e-41,9.0915576281726e-21
2.92867785797676e-07,0.048764219312884285,1.6972302380960502e-07,7.368697583882007e-07,1.086263085852888e-06,9.371340516424579e-44,4.420956718722515e-07,0.938,1.2863875376138528e-22,0.009880910137467626,9.810625672595112e-08,1.8470020652308483e-09,4.598447148447409e-06,0.0,0.0,0.01896923670535345,0.005059170548105942,0.04999966065623255,4.654208709395079e-18,4.45276872139245e-52,0.0019943968538126164,5.826683564011966e-41,9.25040073423546e-21
2.942240347929025e-07,0.048764219312884285,1.6994837688577922e-07,7.391595994591621e-07,1.08500091954363e-06,9.564405890775728e-44,4.404694915727644e-07,0.938,1.3043205049597657e-22,0.009902866048695256,9.875008612848103e-08,1.8513225497781406e-09,4.5931216059644135e-06,0.0,0.0,0.01894728584467088,0.005048190500736073,0.04999966609759048,4.738273291420786e-18,4.53743544538029e-52,0.00199439902033155,5.976243181979325e-41,9.411194457874416e-21
2.95580283788129e-07,0.048764219312884285,1.7017279387940315e-07,7.414488807271387e-07,1.0837444176099672e-06,9.760463629054851e-44,4.3885597684809874e-07,0.938,1.3224108541106444e-22,0.009924723759904764,9.939507652570569e-08,1.8556251783884406e-09,4.587819869816672e-06,0.0,0.0,0.01892543314222289,0.005037259556189301,0.04999967152767382,4.823442365682664e-18,4.623279453402119e-52,0.001994401163379038,6.12887616139845e-41,9.573952862118573e-21
2.969365327833555e-07,0.048764219312884285,1.7039624993142338e-07,7.437375945363657e-07,1.082493538663234e-06,9.959544950206466e-44,4.3725506390059526e-07,0.938,1.3406591376567045e-22,0.00994648398599373,1.0004122578890332e-07,1.8599100598957815e-09,4.582541766699342e-06,0.0,0.0,0.018903677883424924,0.005026377357012496,0.04999967694653253,4.909725149541498e-18,4.7103110503921814e-52,0.001994403283163031,6.284630015826565e-41,9.738690045638243e-21
2.98292781778582e-07,0.048764219312884285,1.7061872103053019e-07,7.460257328035598e-07,1.0812482417362473e-06,1.0161681241508604e-43,4.356666871444723e-07,0.938,1.3590659070209303e-22,0.00996814743460913,1.0068853179703379e-07,1.8641773021608845e-09,4.577287125066319e-06,0.0,0.0,0.018882019360942234,0.005015543549377383,0.04999968235421705,4.997130895674209e-18,4.7985405773652204e-52,0.001994405379889289,6.443552753248627e-41,9.905420142715598e-21
2.9964903077380847e-07,0.048764219312884285,1.7084018400074205e-07,7.483132870348225e-07,1.0800084862778072e-06,1.036690405856763e-43,4.3409077929578985e-07,0.938,1.377631712465061e-22,0.009989714806241577,1.013369924362774e-07,1.8684270120824004e-09,4.5720557751073225e-06,0.0,0.0,0.018860456874595498,0.005004757783033432,0.04999968775077826,5.0856688920614145e-18,4.8879784113403875e-52,0.0019944074537614075,6.605692878735638e-41,1.0074157323213651e-20
3.0100527976903497e-07,0.048764219312884285,1.7106061648894028e-07,7.506002483422102e-07,1.0787742321472777e-06,1.057524512531144e-43,4.32527271460027e-07,0.938,1.3963571030954552e-22,0.010011186794318064,1.0198660559958986e-07,1.872659295625895e-09,4.56684754872535e-06,0.0,0.0,0.018838989731268123,0.00499401971126151,0.04999969313626746,5.175348461974161e-18,4.978634965265519e-52,0.0019944095049808305,6.771099397102835e-41,1.0244915792543646e-20
3.0236152876426147e-07,0.048764219312884285,1.7127999695235508e-07,7.528866074599749e-07,1.0775454396092596e-06,1.078673633397767e-43,4.3097609321728177e-07,0.938,1.4152426268688112e-22,0.010032564085293218,1.0263736918627244e-07,1.8768742578514673e-09,4.5616622795144945e-06,0.0,0.0,0.018817617244814823,0.004983328990828266,0.049999698510736365,5.266178963959869e-18,5.070520687941819e-52,0.0019944115337468737,6.939821815567719e-41,1.0417709791630778e-20
3.0371777775948797e-07,0.048764219312884285,1.7149830464601512e-07,7.551723547604785e-07,1.0763220693283454e-06,1.100140974509795e-43,4.294371727051086e-07,0.938,1.4342888305977647e-22,0.010053847358739154,1.0328928110155707e-07,1.8810720029124796e-09,4.556499802738119e-06,0.0,0.0,0.018796338735971804,0.004972685281941222,0.049999703874237036,5.358169791827465e-18,5.163646063948893e-52,0.00199441354025674,7.111910146407888e-41,1.0592553596878322e-20
3.0493840185519183e-07,0.048764219312884285,1.7169384783940145e-07,7.572289959906517e-07,1.0752256399128735e-06,1.1197363231838526e-43,4.2806256411086324e-07,0.938,1.451568246338906e-22,0.01007292247604315,1.0387698191940407e-07,1.8848353381416893e-09,4.551872926344176e-06,0.0,0.0,0.018777267872933632,0.004963145860714216,0.04999970869205314,5.4419614079231424e-18,5.248527500230738e-52,0.001994415327247892,7.269709243487469e-41,1.075167743387576e-20
3.061590259508957e-07,0.048764219312884285,1.7188849189678959e-07,7.592851260734496e-07,1.0741335428611915e-06,1.1395944017071333e-43,4.266977707109441e-07,0.938,1.4689786518659662e-22,0.010091922469992057,1.0446560967159137e-07,1.888584885778949e-09,4.547264261934743e-06,0.0,0.0,0.018758272101388147,0.004953644003407154,0.04999971350106586,5.526707423245365e-18,5.334429270647495e-52,0.001994417096510409,7.430312826686329e-41,1.0912483663855738e-20
3.072575876370292e-07,0.048764219312884285,1.7206289160622865e-07,7.611351997495148e-07,1.0731543366502624e-06,1.1576932667700504e-43,4.254778031428887e-07,0.938,1.4847603406404484e-22,0.010108958632091002,1.0499616592411944e-07,1.891947751537062e-09,4.543131938730911e-06,0.0,0.0,0.018741239712393686,0.00494512424997112,0.04999971782168233,5.603800568337545e-18,5.41261962757276e-52,0.001994418673803975,7.577284889567072e-41,1.1058656378951302e-20
3.0835614932316265e-07,0.048764219312884285,1.7223654254954655e-07,7.629848473957994e-07,1.072178596939956e-06,1.176008601282892e-43,4.242657006165296e-07,0.938,1.500648740501135e-22,0.010125934682310647,1.0552747066185205e-07,1.895299563039826e-09,4.539014188327664e-06,0.0,0.0,0.018724267409811535,0.004936634554282601,0.04999972213522761,5.681677444355732e-18,5.4916483478998056e-52,0.0019944202369510506,7.726586557435119e-41,1.1206207978463142e-20
3.0945471100929613e-07,0.048764219312884285,1.7240943553322313e-07,7.648340631277535e-07,1.0712063037521656e-06,1.194542149440843e-43,4.230614219938047e-07,0.938,1.5166441393366675e-22,0.010142850965861639,1.0605952278324563e-07,1.8986403735640617e-09,4.5349109270434e-06,0.0,0.0,0.018707354848591994,0.004928174743732044,0.04999972644173012,5.760343128054013e-18,5.5715210889236136e-52,0.0019944217860514975,7.878245638255131e-41,1.1355146134325887e-20
3.105532726954296e-07,0.048764219312884285,1.7258156167766802e-07,7.666828409398204e-07,1.0702374372693208e-06,1.213295662677653e-43,4.218649256924761e-07,0.938,1.5327468245553586e-22,0.010159707825191456,1.0659232118844631e-07,1.9019702360443206e-09,4.530822071866597e-06,0.0,0.0,0.01869050168644791,0.004919744647091348,0.04999973074121832,5.8398027113248355e-18,5.652243523168264e-52,0.001994423321204312,8.032290163602147e-41,1.150547853365098e-20
3.116518343815631e-07,0.048764219312884285,1.727529124128088e-07,7.685311747102475e-07,1.069271977832741e-06,1.2322708996644577e-43,4.206761697099132e-07,0.938,1.5489570830868668e-22,0.01017650560001261,1.071258647791772e-07,1.9052892030722906e-09,4.5267475404489625e-06,0.0,0.0,0.018673707583826533,0.0049113440944997715,0.04999973503372078,5.9200613011919435e-18,5.733821338361594e-52,0.001994424842507633,8.188748389587362e-41,1.1657212878710442e-20
3.1275039606769657e-07,0.048764219312884285,1.7292347947374204e-07,7.703790582057975e-07,1.0683099059410136e-06,1.2514696263083805e-43,4.1949511164624105e-07,0.938,1.5652752013838327e-22,0.010193244627330445,1.0766015245863002e-07,1.9085973268883518e-09,4.522687251098666e-06,0.0,0.0,0.018656972203881645,0.004902972917450033,0.0499997393192662,6.001124019803079e-18,5.816260237409949e-52,0.0019944263500587477,8.347648797783704e-41,1.1810356886920107e-20
3.1384895775383004e-07,0.048764219312884285,1.7309325489633037e-07,7.72226485086483e-07,1.0673512022483644e-06,1.2708936157510638e-43,4.18321708727634e-07,0.938,1.581701465423525e-22,0.01020992524147105,1.081951831313554e-07,1.911894659385685e-09,4.518641122773579e-06,0.0,0.0,0.018640295212445673,0.004894630948774369,0.04999974359788328,6.0829960044227505e-18,5.899565938372901e-52,0.0019944278439540967,8.509020096151449e-41,1.1964918290823213e-20
3.149475194399635e-07,0.048764219312884285,1.7326223101276788e-07,7.740734489101523e-07,1.0663958475630674e-06,1.2905446483671887e-43,4.1715591782856786e-07,0.938,1.5982361607094357e-22,0.010226547774108538,1.0873095570315947e-07,1.91518125213618e-09,4.514609075074624e-06,0.0,0.0,0.01862367627800236,0.00488631802263088,0.049999747869600854,6.165682407424595e-18,5.983744174438145e-52,0.001994429324289283,8.672891219963482e-41,1.2120904838073038e-20
3.16046081126097e-07,0.048764219312884285,1.7343040044716797e-07,7.759199431369698e-07,1.065443822845873e-06,1.3104245117628889e-43,4.1599769549340005e-07,0.938,1.614879572272834e-22,0.010243112554291955,1.0926746908100458e-07,1.918457156385634e-09,4.510591028239265e-06,0.0,0.0,0.018607115071659887,0.004878033974490107,0.049999752134447795,6.249188396283481e-18,6.068800693896461e-52,0.00199443079115908,8.839291332730354e-41,1.2278324291415044e-20
3.170347866436171e-07,0.048764219312884285,1.7358105736059812e-07,7.775813809554018e-07,1.0645898321088318e-06,1.3285135224179855e-43,4.1496173034853424e-07,0.938,1.6299518302961696e-22,0.010257971747973502,1.097509636076895e-07,1.921396373624654e-09,4.506986691409904e-06,0.0,0.0,0.018592259073742574,0.004870602886919208,0.049999755966959554,6.325048815245022e-18,6.146107256823273e-52,0.00199443209990665,8.991238008071275e-41,1.2421233362188404e-20
3.180234921611372e-07,0.048764219312884285,1.7373105014526385e-07,7.792424281314494e-07,1.0637385096784187e-06,1.3467906531698374e-43,4.1393182819011905e-07,0.938,1.645112586124046e-22,0.010272784662825475,1.1023505650737209e-07,1.9243270113031278e-09,4.503393573919315e-06,0.0,0.0,0.018577449335169187,0.004863194940193564,0.049999759793950674,6.401581084976861e-18,6.224134109356162e-52,0.001994433397891281,9.145278556153509e-41,1.256531506719506e-20
3.1901219767865733e-07,0.048764219312884285,1.7388037401323333e-07,7.809030797120441e-07,1.06288984198567e-06,1.365257222200615e-43,4.1290795673640786e-07,0.938,1.660362046569202e-22,0.010287551533376018,1.1071974698525068e-07,1.9272491061083815e-09,4.499811618917495e-06,0.0,0.0,0.018562685621524775,0.004855810017045292,0.04999976361544226,6.4787890039107e-18,6.302885473278819e-52,0.0019944346851803554,9.301434715056757e-41,1.2710575096759813e-20
3.2000090319617744e-07,0.048764219312884285,1.7402902435716868e-07,7.825633306907736e-07,1.0620438155578493e-06,1.3839145524324096e-43,4.118900835401235e-07,0.938,1.6757004181382907e-22,0.010302272592496295,1.1120503424705078e-07,1.930162694526932e-09,4.496240769956203e-06,0.0,0.0,0.0185479677000509,0.004848448001034932,0.04999976743145554,6.5566763803653486e-18,6.3823655802221036e-52,0.0019944359618407326,9.459728374912594e-41,1.2857019151062913e-20
3.2098960871369755e-07,0.048764219312884285,1.7417699674778975e-07,7.84223176010265e-07,1.0612004170175853e-06,1.4027639715259704e-43,4.1087817599953004e-07,0.938,1.6911279070327056e-22,0.01031694807141536,1.1169091749897665e-07,1.933067812831001e-09,4.492680970985351e-06,0.0,0.0,0.018533295339630815,0.00484110877654404,0.049999771242011694,6.635247032541361e-18,6.462578671649524e-52,0.0019944372279387416,9.620181578449888e-41,1.3004652940128186e-20
3.2197831423121765e-07,0.048764219312884285,1.7432428693129787e-07,7.858826105646242e-07,1.0603596330819897e-06,1.4218068118795934e-43,4.0987220136986016e-07,0.938,1.7066447191494338e-22,0.010331578199735186,1.1217739594766028e-07,1.935964497079556e-09,4.489132166349342e-06,0.0,0.0,0.018518668310774318,0.004833792228767637,0.04999977504713191,6.7145047885158405e-18,6.5435289988426476e-52,0.001994438483540191,9.78281652154048e-41,1.3153482183811585e-20
3.2296701974873776e-07,0.048764219312884285,1.7447089082682637e-07,7.875416292017516e-07,1.0595214505618078e-06,1.4410444106277695e-43,4.0887212677397844e-07,0.938,1.72225106008186e-22,0.010346163205445296,1.1266446880011549e-07,1.9388527831490536e-09,4.48559430078353e-06,0.0,0.0,0.018504086385603212,0.004826498243706932,0.04999977884683744,6.7944534862368816e-18,6.625220822886657e-52,0.001994439728710371,9.94765555374438e-41,1.3303512611788955e-20
3.2385685471450587e-07,0.048764219312884285,1.7460224432108462e-07,7.890343860722924e-07,1.0587692996776908e-06,1.4585258768855293e-43,4.079770768951969e-07,0.938,1.7363734837373797e-22,0.010359251317898452,1.1310334192741867e-07,1.9414450896681405e-09,4.482419529315355e-06,0.0,0.0,0.018491001029546494,0.004819952854698152,0.04999978226196043,6.867001249393214e-18,6.699380974009388e-52,0.0019944408404983464,1.0097913775109276e-40,1.3439571753020508e-20
3.2474668968027397e-07,0.048764219312884285,1.7473303601801272e-07,7.905267980248135e-07,1.058019235847129e-06,1.4761671657970539e-43,4.070867551820375e-07,0.938,1.7505687414705186e-22,0.010372303228377375,1.1354269530208892e-07,1.9440306484412135e-09,4.47925353429911e-06,0.0,0.0,0.018477951860305552,0.004813425567812942,0.049999785672730196,6.940114603851304e-18,6.774148317101593e-52,0.001994441943936339,1.0249992047181624e-40,1.357661269325363e-20
3.256365246460421e-07,0.048764219312884285,1.7486326329180788e-07,7.920188612164889e-07,1.0572712496463416e-06,1.4939692619679548e-43,4.062011374333537e-07,0.938,1.7648369825312501e-22,0.010385319099793717,1.1398252834665417e-07,1.9466094852073327e-09,4.476096276245178e-06,0.0,0.0,0.01846493871504886,0.004806916301592426,0.049999789079162256,7.013796367961303e-18,6.849525978805395e-52,0.0019944430390708826,1.0403906984271383e-40,1.3714639629775108e-20
3.265263596118102e-07,0.048764219312884285,1.7499292362379503e-07,7.935105717797676e-07,1.056525331710903e-06,1.5119331531076624e-43,4.0532019938654747e-07,0.938,1.7791783559723136e-22,0.010398299094036875,1.1442284048378426e-07,1.949181625586887e-09,4.472947715911782e-06,0.0,0.0,0.01845196143196685,0.004800424975088833,0.04999979248127207,7.088049366535404e-18,6.925517092159152e-52,0.0019944441259481835,1.0559675302881934e-40,1.3853656766283314e-20
3.274161945775783e-07,0.048764219312884285,1.751220146009416e-07,7.950019258236324e-07,1.0557814727352598e-06,1.5300598300285652e-43,4.0444391672318636e-07,0.938,1.793593010649658e-22,0.010411243371982166,1.1486363113626734e-07,1.9517470950798118e-09,4.469807814302994e-06,0.0,0.0,0.018439019850263662,0.004793951507861399,0.04999979587907515,7.162876430844318e-18,7.002124796589051e-52,0.0019944452046141183,1.0717313822031584e-40,1.3993668312880503e-20
3.283060295433464e-07,0.048764219312884285,1.7525053391438232e-07,7.964929194348433e-07,1.0550396634722584e-06,1.548350286645094e-43,4.035722650745328e-07,0.938,1.8080810952228804e-22,0.010424152093498996,1.1530489972698677e-07,1.9543059190591686e-09,4.46667653266676e-06,0.0,0.0,0.01842611381014904,0.004787495819972288,0.04999979927258698,7.238280398613634e-18,7.079352237900639e-52,0.0019944462751142395,1.0876839463575025e-40,1.4134678486065005e-20
3.291958645091145e-07,0.048764219312884285,1.753784793579482e-07,7.979835486791647e-07,1.0542998947326742e-06,1.5668055199727496e-43,4.0270522002697144e-07,0.938,1.8226427581556614e-22,0.010437025417458943,1.1574664567889922e-07,1.9568581227727856e-09,4.463553832492934e-06,0.0,0.0,0.018413243152830206,0.004781057831982555,0.04999980266182305,7.314264114020191e-18,7.157202568270444e-52,0.0019944473374937733,1.1038269252524665e-40,1.427669150872338e-20
3.300856994748826e-07,0.048764219312884285,1.7550584882669742e-07,7.99473809602568e-07,1.0535621573847431e-06,1.5854265301271312e-43,4.018427571272965e-07,0.938,1.8372781477161895e-22,0.010449863501743739,1.1618886841501267e-07,1.959403731349257e-09,4.460439675511338e-06,0.0,0.0,0.018400407720503907,0.004774637464948149,0.0499998060467988,7.390830427688348e-18,7.235678946237563e-52,0.0019944483917976267,1.1201620317371883e-40,1.4419711610122373e-20
3.309755344406507e-07,0.048764219312884285,1.7563264031545152e-07,8.009636982324089e-07,1.0528264423537028e-06,1.6042143203229414e-43,4.0098485188785374e-07,0.938,1.8519874119775773e-22,0.010462666503253183,1.1663156735836611e-07,1.9619427697995316e-09,4.457334023689843e-06,0.0,0.0,0.018387607356348454,0.004768234640415964,0.049999809427529726,7.467982196686192e-18,7.314784536695285e-52,0.0019944494380703857,1.1366909890408185e-40,1.4563743025900873e-20
3.318653694064188e-07,0.048764219312884285,1.757588519173411e-07,8.024532105785878e-07,1.052092740621335e-06,1.6231698968729629e-43,4.001314797915608e-07,0.938,1.8667706988182818e-22,0.010475434577912968,1.1707474193200914e-07,1.96447526301497e-09,4.454236839232467e-06,0.0,0.0,0.018374841904515937,0.0047618492804199185,0.04999981280403128,7.545722284521727e-18,7.394522510882743e-52,0.001994450476356321,1.153415530804622e-40,1.470878999806161e-20
